Export;EXP-2024-001 (2024-04-15T14:51:39+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;2024-03-06T16:00:00+01:00;2024-03-06T17:00:00+01:00;8.72;12.83;5.63;17.33;6.5;7.22;18.44;21.47;18.64;17.74;11.5;15.22;9.58;13.27;21.16;33.07;63.06;25.98;7.38;16.48;20.61;62.42;65.38;33.15;62.08;5.23;18.21;1.28;6;;14.43;8.89;5.35;13.9;12.82;9.98;30.86;15.34;7.14;6.96;5.42;4.55;7.15;19.14;7.8
NO2;uur;µg/m³;2024-03-06T17:00:00+01:00;2024-03-06T18:00:00+01:00;12.85;19;6.35;28.54;10.79;13.32;20.06;22.54;25.97;25.4;19.63;16.04;13.28;21.58;15.76;44.48;59.2;26.33;16.18;17.72;23.71;54.93;60.44;61.64;59.52;5.84;26.05;1.45;7.25;;20.31;9.94;8.27;15.8;11.25;11.71;47.19;23.03;6.92;6.63;6.34;7.61;7.51;22.99;8.35
NO2;uur;µg/m³;2024-03-06T18:00:00+01:00;2024-03-06T19:00:00+01:00;26.59;24.67;7.68;41.78;38;14.88;19.72;30.01;27.21;31.11;22.07;18.81;21.37;29.08;23.61;39.32;51.48;38.52;28.41;24.65;21.96;52.1;60.6;64.04;66.64;8.34;39.28;3.83;10.8;12.35;19.99;11.31;14.43;19.35;12.98;14.31;57.59;34.26;7.08;7.88;10.02;9.2;9.5;21.4;8.3
NO2;uur;µg/m³;2024-03-06T19:00:00+01:00;2024-03-06T20:00:00+01:00;40.84;25.66;11.68;53.09;47.74;25.18;18.05;36.11;32.95;42.77;20.9;22.31;24.6;83.91;26.7;46.33;61.91;43.83;27.63;41.48;16.87;66.45;66.34;64.66;77.3;7.2;43.61;6.03;11.22;14.33;23.4;11.63;17.88;33.25;11.95;15.88;49.91;32.13;9.67;11.81;10.85;10.34;11.21;25.22;10.85
NO2;uur;µg/m³;2024-03-06T20:00:00+01:00;2024-03-06T21:00:00+01:00;35.97;24.61;11.41;63.53;45.64;19.39;16.34;39.16;35.89;46.78;25.24;19.18;25.73;80.94;51.24;60.96;62.51;35.88;45.29;55.09;21.8;51.34;58.2;61.82;64.86;7.77;47.75;7.74;10.27;13.73;23.9;15.33;15.88;23.65;13.79;19.55;37.1;26.06;11.48;10.79;10.08;10.65;11.71;25.82;13.08
NO2;uur;µg/m³;2024-03-06T21:00:00+01:00;2024-03-06T22:00:00+01:00;30.65;13.62;14.1;52.03;47.46;21.92;17.89;25.51;23.72;31.71;22.28;19.74;21.92;51.77;53.92;68.92;23.66;28.67;37.82;38.92;27.27;30.35;22.4;57.36;38.54;8.81;28.21;8.23;12.11;12.27;17.67;12.77;14.62;15.45;14.99;22.45;38.27;33.69;10.62;11.09;10.39;10.06;11.35;23.09;9.48
NO2;uur;µg/m³;2024-03-06T22:00:00+01:00;2024-03-06T23:00:00+01:00;18.78;8.99;22.2;42.09;38.06;16.88;17.75;15.49;18.81;28.16;28.42;17.71;19.82;19.26;54.48;57.61;18.73;23.37;24.1;19.81;26.69;22.91;17.78;44.79;32.84;8.19;38.58;8.45;12.62;14.2;17.33;11.45;16.82;14.53;15.61;18.57;40.47;34.48;10.4;11.19;12.06;10.67;13.3;19.54;6.76
NO2;uur;µg/m³;2024-03-06T23:00:00+01:00;2024-03-07T00:00:00+01:00;14.03;9.81;22.2;32.37;34.3;13.74;14.37;16.13;17.2;37.51;27.94;20.23;19.28;34.59;43.24;46.49;18.41;20.33;20.19;16.43;17.98;21.19;18.81;27.84;25.83;8.02;32.73;8.02;11.99;15;21.28;9.21;17.86;17.51;17.02;14.69;27.6;24.42;10.59;11.85;13.96;11.82;11.7;18.1;8.29
NO2;uur;µg/m³;2024-03-07T00:00:00+01:00;2024-03-07T01:00:00+01:00;15.67;10.04;20.02;25.43;27.33;13.37;13.18;19.87;19.59;32.33;20.96;18.41;18.92;14.71;20.85;35.28;15.52;16.44;22.11;19.74;15.53;17.02;;24.42;18.07;8.48;23.74;10;9.19;14.49;18.6;14.84;16;13.43;16.6;10.74;28.84;28.36;12.36;9.15;12.91;11.04;8.27;9.76;7.82
NO2;uur;µg/m³;2024-03-07T01:00:00+01:00;2024-03-07T02:00:00+01:00;17.03;10.48;18.51;23.24;24.6;12.36;11.93;19.15;23.08;31.77;16.36;16.07;20.08;21.95;16.07;31.52;14.21;15.78;20.36;20.1;13.07;14.54;16.23;23.07;16.2;8.59;24.69;9.53;9.89;14.66;16.94;19.81;16.87;14.07;15.16;9.55;29.69;30.7;11.36;7.96;11.34;7.43;6.04;7.58;6.85
NO2;uur;µg/m³;2024-03-07T02:00:00+01:00;2024-03-07T03:00:00+01:00;19.24;16.04;13.44;21.52;20.2;12.71;10.91;18.33;21.75;29.93;16.55;13.54;19.34;42.98;15.93;24.73;13.75;12.92;18.27;14.34;15.06;15.88;11;18.19;15.05;11.09;35.41;9.74;13.31;12.79;15.41;12.74;13.75;13;14.88;7.16;26.09;25.24;11.1;7.89;8.25;7.02;5.49;6.69;6.54
NO2;uur;µg/m³;2024-03-07T03:00:00+01:00;2024-03-07T04:00:00+01:00;22.34;19.62;10.74;18.96;19.22;11.56;12.23;20.11;23.27;29.22;16.63;18.54;17.28;24.74;17.14;27.77;14.02;13.6;18.17;15.85;16.03;14.14;9.36;26.08;15.8;9.86;28.68;9.19;11.7;11.67;13.69;13.81;12.13;12.11;14.05;8.06;22.97;23.7;11.71;8.57;6.76;8.43;5.53;6.64;4.72
NO2;uur;µg/m³;2024-03-07T04:00:00+01:00;2024-03-07T05:00:00+01:00;23.72;16.9;15.41;18.32;15.1;15.14;15.15;20.51;23.32;29;17.21;22.5;21.1;19.16;17.51;33.73;15.36;14.85;20.98;16.14;24.91;15.04;10.05;30.79;17.45;8.08;28.93;9.62;11.24;10.77;13.55;9.8;11.54;11.19;12.27;9.6;24.5;25.59;11.14;6.76;5.41;8.69;5.54;6.69;4.5
NO2;uur;µg/m³;2024-03-07T05:00:00+01:00;2024-03-07T06:00:00+01:00;25.19;15.18;15.28;20.92;16.06;17.55;16.89;23.02;24.07;28.15;21.9;19.78;25.87;39.28;17.32;26.86;15.56;14.91;17.36;17.3;22.29;16.27;11.15;27.19;26.48;6.66;29.67;9.08;8.93;12.45;15.8;10.77;13.67;12.17;11.18;14.87;20.6;20.94;8.92;6.11;6.47;9.87;4.23;10.43;6.05
NO2;uur;µg/m³;2024-03-07T06:00:00+01:00;2024-03-07T07:00:00+01:00;29.84;15.52;13.56;25.14;20.95;21.52;18.01;24.18;28.31;28.4;24.11;21.71;28.36;33.8;20.28;26.48;19.1;16.4;21.24;17.36;20.02;21.75;14.59;26.9;32.82;5.14;32.35;8.45;12.68;15.83;20.13;12.51;17.1;15.27;11.19;14.8;24.09;21.24;8.94;6.42;6.68;10.79;6.98;20.34;8.47
NO2;uur;µg/m³;2024-03-07T07:00:00+01:00;2024-03-07T08:00:00+01:00;24.21;16.22;21.23;33.2;24.93;22.08;17.13;25.4;26.85;27.75;22.9;22.47;29.76;31.7;21.94;26.79;23.53;21.5;22.26;39.45;21.82;27.71;15.02;31.44;31.52;5.07;34.83;9.05;14.36;20.33;27.21;14.49;22.38;19.43;11.89;19.39;28.54;25.95;10.73;12.41;9.83;11.15;10.55;27.75;9.29
NO2;uur;µg/m³;2024-03-07T08:00:00+01:00;2024-03-07T09:00:00+01:00;18.57;13.49;26.1;28.17;27.29;19.59;18.51;21.46;22.05;23.38;20.83;19.38;24.72;29.62;15.81;21.48;23.77;26.27;18.52;19.96;22.86;28.11;15.3;28.78;32.01;6.08;32.02;9.5;13.11;17.29;24.37;12.45;20.04;17.18;10.74;16.79;27.53;17.67;11.69;11.33;10.71;11.36;6.67;29.15;10.25
NO2;uur;µg/m³;2024-03-07T09:00:00+01:00;2024-03-07T10:00:00+01:00;16.41;9.59;21.51;21.98;15.93;13.43;18.88;15.79;17.09;20.44;15.78;15.14;20.02;15.21;15.06;18.27;19.3;22.19;18.5;23.79;16.89;22.53;12.44;20.56;26.24;5.89;25.45;8.73;9.1;16.58;18.74;8.89;16.54;11.55;8.87;12.09;22.95;16.26;7.58;6.33;7.96;9.49;8.24;20.92;8.64
NO2;uur;µg/m³;2024-03-07T10:00:00+01:00;2024-03-07T11:00:00+01:00;18.05;8.87;15.22;16.42;12.73;9.14;14.52;10.76;13.01;14.59;9.77;10.98;12.94;6.93;12.83;18.32;14.53;17.69;14.96;9.65;13.58;16.83;8.98;16.95;23.1;5.54;21.69;5.39;6.87;9.98;10.11;6.74;9.51;8.78;11.05;5.42;19.4;8.27;7.69;5.87;7.18;9;7.67;19.28;6.03
NO2;uur;µg/m³;2024-03-07T11:00:00+01:00;2024-03-07T12:00:00+01:00;13.05;11.26;12.5;17.79;10.55;7.43;9.44;;13.59;11.82;8.78;8.44;14.24;4;11.7;17.71;9.62;12.29;8.65;7.03;7.78;14.75;7.8;13.44;18.81;4.68;17.86;3.1;6.15;7.49;9.21;5.3;6.27;5.39;9.45;5.57;15.4;6.96;7.76;6.39;6.28;6.09;6.23;20.26;5.44
NO2;uur;µg/m³;2024-03-07T12:00:00+01:00;2024-03-07T13:00:00+01:00;9.78;10.88;9.15;17.12;8.02;10.45;8.67;;17.5;11.52;6.19;8.95;15.79;5.47;8.16;10.07;8.89;9.76;6.79;5.9;4.36;13.83;3.26;10.35;21.75;5.96;16.65;3.17;3.95;6.52;7.93;4.6;5.33;2.88;6.66;4.75;13.01;6.56;4.57;5.38;5.35;5.85;3.27;14.9;4.72
NO2;uur;µg/m³;2024-03-07T13:00:00+01:00;2024-03-07T14:00:00+01:00;5.44;12.08;9.97;13.56;9.12;11.96;9.12;;12.55;12.82;6.78;5.53;;5.69;7.95;7.63;7.12;8.9;6.11;7.36;3.96;11.22;2.94;11.41;19.3;4.57;17.01;4.77;4.65;7.4;9.4;4.79;5.91;4.86;6.03;5.83;15.01;6.65;4.21;5.26;5.14;6.4;2.98;12.66;3.55
NO2;uur;µg/m³;2024-03-07T14:00:00+01:00;2024-03-07T15:00:00+01:00;7.61;11.62;6.6;14.1;6.66;9.72;8.94;11.78;14.03;17.96;10.38;7.61;;5.91;7.7;8.69;7.78;15.38;5.8;7.95;3.69;12.74;3.65;15.08;20.76;4.33;16.09;4.6;4.89;6.33;6.87;4.63;6.23;5.6;6.8;6.07;17.65;12.52;6.52;4.74;4.61;7.26;3.33;17.31;3.9
NO2;uur;µg/m³;2024-03-07T15:00:00+01:00;2024-03-07T16:00:00+01:00;10.46;11.21;7.76;16.79;8.2;9.55;9.76;15.33;16.94;16.38;10.05;9.56;;9.65;6.21;12.13;9.11;16.19;9.13;8.14;5.4;15.7;5.81;13.03;23.86;4.91;14.4;3.89;5.45;8.3;9.43;6.49;8.38;5.71;6.4;6.5;16.79;8.12;5.79;4.51;4.61;8.37;5.06;24.63;4.69
NO2;uur;µg/m³;2024-03-07T16:00:00+01:00;2024-03-07T17:00:00+01:00;16.49;11.84;9.05;15.43;9.27;14.32;7.2;18.34;24.37;17.35;11.67;10.63;18.53;10.42;9.96;13.43;10.51;16.74;10.73;12.02;8.93;20.06;6.23;13.38;26.55;4.81;13.75;5.02;8;9.06;10.38;8.4;9.7;8.62;6.45;8.57;17.35;8.96;5.27;4.91;4.8;8.13;4.03;22.29;5.9
NO2;uur;µg/m³;2024-03-07T17:00:00+01:00;2024-03-07T18:00:00+01:00;13.65;13.71;12.12;18.49;9.82;16.08;9.11;20.07;24.99;18.21;12.37;13.83;19.16;10.19;10.31;13.41;11.03;15.16;15.57;12.93;8.64;18.47;7.98;14.26;31.19;5.53;17.13;5.21;8.42;9.99;10.32;8.69;10.73;10.59;8.07;11.6;22.74;11.53;5.4;5.52;5.77;7.98;4.85;17.63;4.92
NO2;uur;µg/m³;2024-03-07T18:00:00+01:00;2024-03-07T19:00:00+01:00;7.98;14.83;11.68;16.6;11.42;18.23;13.75;20.39;22.05;19.73;14.82;14.06;18.79;9.36;15.03;14.03;12.59;19.81;18.53;18.15;8.61;20.03;10.76;15.03;28.83;5.96;17.35;5.88;9.38;12.89;16.49;10.75;14.09;12.85;9.09;11.15;26.34;16.84;5.77;5.98;6.86;5.6;5.06;20.97;8.58
NO2;uur;µg/m³;2024-03-07T19:00:00+01:00;2024-03-07T20:00:00+01:00;13.17;10.16;11.97;17.88;12.41;16.22;14.48;18.1;19.86;19.62;14.14;14.69;13.38;21.89;15.98;17.45;14.23;14.66;15.23;16.7;10.66;19.45;10.71;19.03;22.46;5;16.42;7.51;9.69;11.25;16.74;10.27;12.73;12.13;7.23;11.07;29.33;18;5.75;4.26;6.75;5.8;6.87;16.79;7.27
NO2;uur;µg/m³;2024-03-07T20:00:00+01:00;2024-03-07T21:00:00+01:00;9.45;9.18;12.81;17.04;12.63;14.83;13.1;15.46;17.92;14.37;10.32;14.37;13.46;17.14;14.98;24.78;12.41;15.07;13.31;14.41;12.06;17.84;10.38;16;18.51;5.98;12.31;5.42;8.43;10.11;14.72;7.74;11.6;10.84;6.9;7.8;21.28;13.43;5.59;5.39;5.18;5.89;5.7;18.47;7.13
NO2;uur;µg/m³;2024-03-07T21:00:00+01:00;2024-03-07T22:00:00+01:00;16.43;9.29;13.08;15.36;11.07;18.15;11.85;13.62;16.31;15.63;10.35;12.05;14.83;18.49;13.86;27.15;10.91;14.62;14.37;13.67;13.73;14.84;11.18;13.3;17.49;4.03;11.7;4.79;7.28;8.76;11.12;7.21;10.21;9.73;6.96;6.92;20.36;13.21;5.42;5.54;5;6.61;4.12;13.9;5.16
NO2;uur;µg/m³;2024-03-07T22:00:00+01:00;2024-03-07T23:00:00+01:00;17.12;8.5;10.87;10.92;8.33;14.41;10.28;12.33;17;14.28;9.73;11.46;15.41;16.62;13.98;24.59;10.06;12.68;13.35;11.33;14.59;13.48;9.79;11.87;17.71;3.84;11.63;4.73;6.59;8.02;10.95;7.11;9.35;8.11;6.95;6.68;27.17;18.01;4.64;5.4;4.93;7.12;3.2;8.49;8.9
NO2;uur;µg/m³;2024-03-07T23:00:00+01:00;2024-03-08T00:00:00+01:00;9.96;11.17;8.8;11.44;9.58;13.34;9.27;13.07;15.86;14.65;8.92;10.43;16.39;9.1;13.08;22.36;9.37;11.56;11.88;9.96;7.4;11.66;8.41;9.95;13.68;3.84;11.59;3.91;6.52;7.6;9.82;6.4;8.57;6.86;6.85;6.17;23.65;12;4.62;5.34;4.62;7.19;3.48;8.29;8.03
NO2;uur;µg/m³;2024-03-08T00:00:00+01:00;2024-03-08T01:00:00+01:00;10.06;11.28;8.04;8.26;7.57;13.86;9.52;16.43;17.77;13.6;11.58;11.08;16.09;12.35;10.59;20.72;9.58;9.14;12.75;11.56;9.13;11.95;8.6;;12.35;4.08;9.52;3.72;6.89;6.6;7.58;6.96;7.21;7.84;7.33;6.44;20.15;11.58;5.87;5.92;4.76;7.43;5.03;7.07;9.33
NO2;uur;µg/m³;2024-03-08T01:00:00+01:00;2024-03-08T02:00:00+01:00;10.32;11.31;7.65;7.35;6.95;11;10.24;16.57;16.3;12.63;12.3;10.7;14.65;10.7;9.82;20.69;9.14;8.97;15.06;12.64;6.21;9.81;7.18;9.08;11.91;4.56;7.95;3.08;6.42;6.01;6.82;6.8;6.34;6.84;5.92;5.9;15.06;10.4;5.07;6.01;4.27;7.83;8.73;7.88;9.87
NO2;uur;µg/m³;2024-03-08T02:00:00+01:00;2024-03-08T03:00:00+01:00;10.11;10.43;7.72;8.1;6.35;16.75;11.38;18.07;17.48;15.32;14.24;10.98;15.94;6.71;9.61;18.08;9.2;8.75;13.26;11.99;6.08;10.06;6.79;9.37;9.84;4.12;7.03;2.97;6.42;5.94;5.63;6.85;6.16;7.68;6.31;6.46;17.47;11.92;5.72;5.34;4.51;8.02;9.21;11.2;10.28
NO2;uur;µg/m³;2024-03-08T03:00:00+01:00;2024-03-08T04:00:00+01:00;9.5;13.89;7.63;7.42;7.01;19.93;11.56;16.47;15.45;14.19;17.45;11.37;15.86;7.39;10.2;18.93;9.22;9.45;13.01;14.88;6.28;10.74;7.48;10.54;10.11;4.11;7.67;3.21;5.8;6.1;5.51;6.26;6.23;7.14;6.39;6.12;11.84;10.13;6.25;5.73;5.25;8.43;7.77;9.69;9.71
NO2;uur;µg/m³;2024-03-08T04:00:00+01:00;2024-03-08T05:00:00+01:00;9.67;21.35;8.11;7.74;7.62;24.8;12.16;16.39;15.58;14.75;14.64;10.85;14.48;8.56;10.77;18.73;8.45;9.79;14.14;14.51;6.34;9.43;7.61;10.59;12.01;4.32;8.06;3.5;6.5;5.92;6.25;7;6.02;6.08;6.02;6.18;11.42;10.36;6.71;5.84;4.99;8.34;7.16;10.1;8.37
NO2;uur;µg/m³;2024-03-08T05:00:00+01:00;2024-03-08T06:00:00+01:00;10.45;22.87;9.75;11.31;9;29.9;12.41;16.71;16.84;17.81;14.41;10.87;14.9;8.91;10.42;21.46;9.5;10.04;12.82;12.87;5.78;12.52;8.51;15.4;28.79;4.76;11.33;3.94;6.05;6.7;7.56;6.53;6.64;6.22;6;6.81;15.89;12.4;7.09;5.7;6.49;6.91;7.39;10.03;9.52
NO2;uur;µg/m³;2024-03-08T06:00:00+01:00;2024-03-08T07:00:00+01:00;12.83;21.97;13.29;16.93;11.5;29.52;12.56;23.25;22.27;24.13;15.42;15.11;19.22;9.85;11.22;24.54;12.91;15.68;12.79;15.7;7.77;19.55;15.71;21.67;40.75;4.65;26.97;5.07;7.75;11.03;10.77;8.52;9.68;9.31;7.12;9.07;24.66;13.33;7.43;6.87;7.39;6.89;7.17;13.41;9.37
NO2;uur;µg/m³;2024-03-08T07:00:00+01:00;2024-03-08T08:00:00+01:00;15.85;22.29;17.02;22.72;14.6;23.57;13.44;23.76;28.53;28.86;17.56;16.74;25.9;11.03;13.34;27.69;18.69;26.49;14.76;19.27;10.86;24.84;21.38;29.31;40.77;4.99;39.29;5.69;9.9;14.35;15.08;10.44;14.58;15.48;8.61;12.14;30.27;16.1;8.27;9.65;6.9;8.94;8.06;14.79;14.02
NO2;uur;µg/m³;2024-03-08T08:00:00+01:00;2024-03-08T09:00:00+01:00;15.11;22.36;16;22.76;16.1;16.61;14;22.4;26.16;25.86;24.84;15.73;25.13;10.43;14.41;23.87;21.67;26.3;14.66;28.32;12.98;28.54;18.02;25.87;38.98;5.79;33.3;5.11;9.4;12.97;16.45;10.38;14.72;12.6;9.18;10.11;27.77;15.77;8.68;10.13;6.66;7.76;7.56;16.09;10.39
NO2;uur;µg/m³;2024-03-08T09:00:00+01:00;2024-03-08T10:00:00+01:00;10.29;18.45;14.54;19.32;14.07;16.01;12.84;22.6;22;22.5;23.05;14.51;19.31;10.13;13.53;19.08;19.79;20.85;12.67;15.16;11.2;21.86;15.21;21.91;30.22;5.8;23.39;4.57;10.3;11.45;12.66;9.04;11.12;10.46;8.38;7.63;21.26;12.54;10.24;6.9;5.99;6.61;6.93;16.12;7.4
NO2;uur;µg/m³;2024-03-08T10:00:00+01:00;2024-03-08T11:00:00+01:00;8.22;17.02;10.88;16.25;11.66;15.7;12.1;19.03;19.24;19.05;17.04;12.96;14.02;10.84;11.91;13.97;15.37;19.25;11.46;10.91;11.75;18.73;12.11;20.95;24.22;5.89;20.87;4.67;7.59;9.99;11.37;7.89;9.33;9.1;7.78;6.64;18.97;10.11;8.38;5.14;4.58;5.57;5.03;12.96;6.85
NO2;uur;µg/m³;2024-03-08T11:00:00+01:00;2024-03-08T12:00:00+01:00;7.78;14.96;8.85;15.18;8.39;14.8;11.36;15.12;15.38;19.06;13.21;12.14;12.57;11.18;11.86;11.15;14.14;18.89;10.42;10.97;11.21;16.61;9.71;18.85;24.49;5.8;19.09;4.57;8.05;9.92;11.99;7.47;8.73;9.46;7.05;6.18;19.61;9.16;8.72;5.15;4.3;5.05;5.55;16.81;6.11
NO2;uur;µg/m³;2024-03-08T12:00:00+01:00;2024-03-08T13:00:00+01:00;6.29;12.55;8.18;13.53;7.25;9.63;10.02;9.82;8.9;17.94;12.39;12.71;7.57;11.91;11.22;9.78;11.72;15.47;10.04;10.64;10.75;16.58;7.58;14.52;25.9;5.28;16.3;4.52;7.01;8.49;10.67;6.13;7.67;8.79;5.75;4.58;15.34;7.33;8.35;5.21;4.66;4.36;5.08;11.78;5.15
NO2;uur;µg/m³;2024-03-08T13:00:00+01:00;2024-03-08T14:00:00+01:00;5.57;7.44;8.99;13.59;8.51;5.68;8.56;9.77;7.54;13.44;8.47;9.31;6.6;11.16;9.35;9.08;13.08;15.45;10.23;11.3;8.26;15.64;7.69;18.99;20.37;5.15;15.79;4.5;6.46;10.25;11.48;5.93;6.47;8.71;4.65;4.55;13.51;6.86;7.11;4.8;4.65;4.36;4.14;12.93;4.46
NO2;uur;µg/m³;2024-03-08T14:00:00+01:00;2024-03-08T15:00:00+01:00;5.99;6.53;9;11.77;7.65;7.23;8.3;10.99;11.42;15.63;9.35;7.41;6.88;10.18;7.16;9.2;15.18;17.32;8.03;11.51;5.74;18.21;8.85;22.43;23.35;4.63;17.27;5.23;6.59;11.61;13.68;6.18;7.2;8.88;3.66;4.56;15.67;5.7;5.79;4.04;3.59;4.5;3.87;13.09;3.98
NO2;uur;µg/m³;2024-03-08T15:00:00+01:00;2024-03-08T16:00:00+01:00;6.42;12.41;7.4;14.06;7.83;8.75;6.14;10.55;10.81;17.76;9.3;8.35;6.33;9.44;6.02;10.01;13.52;17.59;7.44;11.79;5.43;17.59;8.51;17.13;24.39;4.23;12.2;3.17;7.35;12.06;11.89;5.52;8.14;9.02;4.44;5.36;14.05;6.05;5.01;4.52;3.35;4.37;3.38;11.6;4.12
NO2;uur;µg/m³;2024-03-08T16:00:00+01:00;2024-03-08T17:00:00+01:00;6.82;8.13;8.48;13.17;8.09;11.18;5.9;11.84;13.01;19.76;9.32;8.33;7.12;8.76;6.04;12.64;12.75;17.79;11.53;10.91;5.88;16.41;9.19;15.96;29.38;5.03;13.54;3.07;8;11.63;12.79;5.84;8.18;8.67;5.51;5.24;17.63;7.53;4.92;4.92;4.6;4.37;3.47;11.19;4.91
NO2;uur;µg/m³;2024-03-08T17:00:00+01:00;2024-03-08T18:00:00+01:00;8.22;7.87;10.9;14.43;12.03;14.17;7.2;14.22;15.38;21.67;11.49;10.52;8.51;7.32;7.31;16.62;12.23;20.34;12.4;12.38;7.06;17.74;11.7;17.83;30.76;5.97;16.76;4.96;7.79;9.81;12.64;7.2;8.35;9.35;5.81;5.61;23.56;9.77;6.36;5.53;5.76;4.91;5.8;13.66;5.3
NO2;uur;µg/m³;2024-03-08T18:00:00+01:00;2024-03-08T19:00:00+01:00;8.73;13.85;13.23;17.54;13.56;13.16;9.2;14.73;16.86;18.68;14.44;14.97;13.71;7.68;9.26;18.33;13.19;20;14.15;15.01;8.16;22.16;12.74;17.6;26.84;5.5;20.5;5.4;7.26;10;11.62;9.12;8.68;11.45;6.63;6.84;28.14;13.8;6.82;5.48;5.99;5.69;5.51;14.78;6.81
NO2;uur;µg/m³;2024-03-08T19:00:00+01:00;2024-03-08T20:00:00+01:00;9.84;14.43;12.94;16.37;12.32;18.83;9.96;19.53;20.43;18.02;14.85;11.17;17.16;7.41;11.24;17.74;13.94;15.81;15.01;16.74;8.22;21.12;11.31;15.92;26.16;5.3;21.46;5.76;7.96;9.92;11.29;9.51;8.99;10.99;8.2;7.43;34.96;17.39;7.03;6.67;5.47;5.6;7.43;14.71;11.14
NO2;uur;µg/m³;2024-03-08T20:00:00+01:00;2024-03-08T21:00:00+01:00;11.39;15.73;12.08;18.2;14.88;23.12;8.94;20.04;18.92;21.19;13.41;11.33;18.26;8.55;11.41;19.34;13.92;17.46;10.09;12.32;9.83;19.64;12.04;19.63;24.83;5.68;23.11;5.48;7.54;9.86;10.8;7.48;8.66;10.49;8.02;7.08;30.87;17.71;7.31;6.37;5.59;6.21;6.81;12.04;9.51
NO2;uur;µg/m³;2024-03-08T21:00:00+01:00;2024-03-08T22:00:00+01:00;13.24;20.63;12.14;28.86;21.53;17.53;9.28;23.93;18.83;22.67;12.89;11.82;20.69;11.26;11.15;17.74;15.29;17.62;9.58;9.38;8.2;21.2;14.66;21.54;25.19;5.82;17.92;5.93;8.52;10.54;11.1;8.41;9.19;9.08;8.22;6.85;25.11;13.15;8.26;6.23;5.61;5.76;5.38;11.33;7.58
NO2;uur;µg/m³;2024-03-08T22:00:00+01:00;2024-03-08T23:00:00+01:00;13.27;26.24;13.84;19.18;19.8;21.32;9.8;24.93;23.22;24.23;15.03;12.2;25.65;13.22;11.66;16.35;17.31;19.65;10.73;11.4;8.77;20.14;20.95;25.98;27.56;6.38;18.06;6.41;9.01;12.61;13.95;7.15;10.84;9.93;8.67;6.92;25.65;12.17;8.92;5.79;5.06;5.1;5.58;13.73;7.17
NO2;uur;µg/m³;2024-03-08T23:00:00+01:00;2024-03-09T00:00:00+01:00;13.37;23.64;20.93;28.54;13.41;16.24;9.97;23.38;24.03;24.4;17.76;13.59;25.2;12.96;11.54;13.59;18.14;22.71;12.38;14;8.61;19.53;20.48;22.54;26.52;6.13;13.02;6.58;9.44;11.04;12.42;7.57;10.31;10.43;9.94;7.31;23.1;12.75;9.25;5.38;5.08;5.33;5.32;14.28;6.62
NO2;uur;µg/m³;2024-03-09T00:00:00+01:00;2024-03-09T01:00:00+01:00;12.97;24.53;17.93;24.54;16.54;19.13;9.07;26.72;27.85;21.79;17.53;14.5;19.18;13.56;10.81;9.74;19.01;21.78;14.31;13.9;9.17;18.41;14.72;22.52;27.11;5.45;12.58;7.3;8.67;9.93;11.42;7.22;9.71;13.04;8.71;7.71;21.16;11.12;9.7;5.77;5.38;6.23;5.03;13.43;6.5
NO2;uur;µg/m³;2024-03-09T01:00:00+01:00;2024-03-09T02:00:00+01:00;10.95;24.62;13.9;25.66;18.72;30.49;8.45;23.72;24.87;24.43;19.48;15;20.28;14.19;11.21;9.49;20.23;19.09;15.48;12.59;8.87;18.82;14.35;25.91;21.75;5.2;9.36;6.72;8.49;9.03;10.52;6.24;8.92;11.59;8.57;6.81;16.18;10.52;9.26;5.1;5.28;6.13;4.45;10.2;5.83
NO2;uur;µg/m³;2024-03-09T02:00:00+01:00;2024-03-09T03:00:00+01:00;11.07;27.56;12.03;15.98;30.53;19.69;10.24;22.69;22;24.33;20.92;17.04;20.2;14.74;11.97;9.86;20.03;19.24;14.69;13.07;9.73;19.02;14.85;28.08;19.25;4.99;9.08;6.14;8.2;9.34;11.38;6.12;8.86;12.53;8.58;6.2;14.29;8.79;9.09;5.45;5.22;5.66;4.35;9.48;5.06
NO2;uur;µg/m³;2024-03-09T03:00:00+01:00;2024-03-09T04:00:00+01:00;9.35;28.62;10.7;25.29;16.19;44.72;10.88;21.18;19.57;21.51;18.69;17.11;20.27;16.3;13.16;9.53;18.94;19.21;14.32;14.06;9.44;17.78;16.37;37.78;19.12;5.04;7.58;5.5;8.59;9.5;9.33;8.61;8.94;12.34;10.87;5.96;12.74;8.85;9.07;5.6;5.25;5.59;4.31;7.79;5.3
