loss,mae,val_loss,val_mae
0.130501851439476,0.130501851439476,0.06091142073273659,0.06091142073273659
0.08566850423812866,0.08566850423812866,0.05142383277416229,0.05142383277416229
0.07307609170675278,0.07307609170675278,0.04990975931286812,0.04990975931286812
0.0695459246635437,0.0695459246635437,0.04935196414589882,0.04935196414589882
0.06847935914993286,0.06847935914993286,0.04961004480719566,0.04961004480719566
0.06772958487272263,0.06772958487272263,0.04937472566962242,0.04937472566962242
0.0672835186123848,0.0672835186123848,0.0489911250770092,0.0489911250770092
0.06693392246961594,0.06693392246961594,0.0487932451069355,0.0487932451069355
0.06651343405246735,0.06651343405246735,0.04848458990454674,0.04848458990454674
0.06638839840888977,0.06638839840888977,0.04843425750732422,0.04843425750732422
0.0660606250166893,0.0660606250166893,0.048138733953237534,0.048138733953237534
0.06593220680952072,0.06593220680952072,0.04812920093536377,0.04812920093536377
0.06573840230703354,0.06573840230703354,0.047798920422792435,0.047798920422792435
0.06534519791603088,0.06534519791603088,0.047695986926555634,0.047695986926555634
0.06509111821651459,0.06509111821651459,0.04757993668317795,0.04757993668317795
0.0651402696967125,0.0651402696967125,0.04737198352813721,0.04737198352813721
0.06496582180261612,0.06496582180261612,0.04708639532327652,0.04708639532327652
0.06487473100423813,0.06487473100423813,0.04681096225976944,0.04681096225976944
0.06469881534576416,0.06469881534576416,0.04683082550764084,0.04683082550764084
0.06439574807882309,0.06439574807882309,0.04671892896294594,0.04671892896294594
0.06426925212144852,0.06426925212144852,0.04670700430870056,0.04670700430870056
0.06421442329883575,0.06421442329883575,0.04657993093132973,0.04657993093132973
0.06397290527820587,0.06397290527820587,0.046280357986688614,0.046280357986688614
0.06380340456962585,0.06380340456962585,0.046157095581293106,0.046157095581293106
0.06367608159780502,0.06367608159780502,0.04601762443780899,0.04601762443780899
0.06321991235017776,0.06321991235017776,0.04595399275422096,0.04595399275422096
0.06341236084699631,0.06341236084699631,0.045831575989723206,0.045831575989723206
0.06324339658021927,0.06324339658021927,0.04566257447004318,0.04566257447004318
0.063154436647892,0.063154436647892,0.04571642354130745,0.04571642354130745
0.06288458406925201,0.06288458406925201,0.04562104865908623,0.04562104865908623
