loss,mae,val_loss,val_mae
0.10403968393802643,0.21570871770381927,0.02580556645989418,0.11198533326387405
0.015335758216679096,0.08662746101617813,0.007526175584644079,0.06724727153778076
0.011482257395982742,0.07568677514791489,0.0075012631714344025,0.06429801881313324
0.011346187442541122,0.07440188527107239,0.007769548334181309,0.06611158698797226
0.011327281594276428,0.07433802634477615,0.008020528592169285,0.06820431351661682
0.011321035213768482,0.07435119897127151,0.008209200575947762,0.06961416453123093
0.011314725503325462,0.0743773877620697,0.008304528892040253,0.07044637948274612
0.011313747614622116,0.07437262684106827,0.008364647626876831,0.0707755908370018
0.01131440233439207,0.07437904924154282,0.008382043801248074,0.0709422156214714
0.011311969719827175,0.07438129186630249,0.008389956317842007,0.07099462300539017
0.011314556933939457,0.07437781244516373,0.008387981913983822,0.07104943692684174
0.011312182061374187,0.07437121123075485,0.008385919034481049,0.0710158720612526
0.011311839334666729,0.07438161969184875,0.008393993601202965,0.07103772461414337
