loss,mae,val_loss,val_mae
0.07155460864305496,0.1500706821680069,0.015369844622910023,0.08160865306854248
0.013424891047179699,0.08180459588766098,0.012777362950146198,0.07884315401315689
0.013059224933385849,0.08234763145446777,0.01306260097771883,0.08023791015148163
0.013114793226122856,0.08246227353811264,0.013277625665068626,0.08096630126237869
0.013151826336979866,0.08250740170478821,0.013371733948588371,0.08141247928142548
0.01316855475306511,0.08252636343240738,0.013426780700683594,0.08163086324930191
0.013178001157939434,0.08252639323472977,0.013443798758089542,0.08177002519369125
0.013180583715438843,0.08251290023326874,0.013450667262077332,0.08175507932901382
0.013181036338210106,0.08251522481441498,0.013469689525663853,0.08182623982429504
0.01318233460187912,0.08253835141658783,0.013460248708724976,0.08183053880929947
0.01318412460386753,0.082536980509758,0.013463050127029419,0.08179294317960739
0.013183197937905788,0.08252649754285812,0.013460936956107616,0.08180733770132065
