timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-26T20:09:34,codecarbon,d289f7d9-edb1-420e-a606-8261667f107b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,9.871853958,2.2308540400764255e-06,2.2598126446842097e-07,1.2603,0.0036,6.75,1.3104830160929996e-06,6.780240416000001e-09,7.018576248750004e-06,8.335839505259004e-06,The Netherlands,NLD,groningen,,,macOS-14.6-arm64-arm-64bit,3.9.6,2.7.1,11,Apple M3 Pro,1,Apple M3 Pro,6.5599,53.2273,18.0,machine,N,1.0
2024-10-26T20:09:53,codecarbon,271e716e-35c1-406a-ac75-3944f1235356,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,18.495104584,6.2630914200896136e-06,3.386350907962843e-07,0.0702,0.0,6.75,2.408856677565e-07,0.0,2.3161866796875003e-05,2.3402752464631505e-05,The Netherlands,NLD,groningen,,,macOS-14.6-arm64-arm-64bit,3.9.6,2.7.1,11,Apple M3 Pro,1,Apple M3 Pro,6.5599,53.2273,18.0,machine,N,1.0
2024-10-26T20:10:57,codecarbon,fb74cdba-4258-4cd6-b118-f000ee21ca69,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,59.896482792,3.705150448034372e-05,6.185923238433035e-07,0.796,0.027,6.75,7.20814643664468e-05,2.472120668990833e-07,6.611847843562499e-05,0.0001384471548689,The Netherlands,NLD,groningen,,,macOS-14.6-arm64-arm-64bit,3.9.6,2.7.1,11,Apple M3 Pro,1,Apple M3 Pro,6.5599,53.2273,18.0,machine,N,1.0
2024-10-26T20:11:09,codecarbon,62e32f63-3add-4fb1-8092-dec54334ec2f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,9.558566709000004,1.6915715401730462e-06,1.7696916197491438e-07,0.0418,0.0,6.75,3.890254979477771e-08,0.0,6.281846641874988e-06,6.320749191669766e-06,The Netherlands,NLD,groningen,,,macOS-14.6-arm64-arm-64bit,3.9.6,2.7.1,11,Apple M3 Pro,1,Apple M3 Pro,6.5599,53.2273,18.0,machine,N,1.0
2024-10-26T20:11:28,codecarbon,5623ed95-c443-4421-847b-a95588cee6ca,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,18.514360458,6.895522222223155e-06,3.7244182632533876e-07,0.7407,0.0213,6.75,2.538809594623248e-06,9.114216108633329e-08,2.3135950233750007e-05,2.576590198945959e-05,The Netherlands,NLD,groningen,,,macOS-14.6-arm64-arm-64bit,3.9.6,2.7.1,11,Apple M3 Pro,1,Apple M3 Pro,6.5599,53.2273,18.0,machine,N,1.0
2024-10-26T20:12:34,codecarbon,dfaa1a06-fc8a-45d2-a85f-d4a46f133e0a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,62.16325716699998,3.7388743114536535e-05,6.0146048998193e-07,1.1288,0.0036,6.75,6.926698988610551e-05,4.284080999624997e-07,7.001188734374996e-05,0.00013970728532981791,The Netherlands,NLD,groningen,,,macOS-14.6-arm64-arm-64bit,3.9.6,2.7.1,11,Apple M3 Pro,1,Apple M3 Pro,6.5599,53.2273,18.0,machine,N,1.0
