loss,mae,val_loss,val_mae
0.19154807925224304,0.19154807925224304,0.17545455694198608,0.17545455694198608
0.11865561455488205,0.11865561455488205,0.08876622468233109,0.08876622468233109
0.0805807039141655,0.0805807039141655,0.07062283158302307,0.07062283158302307
0.07570227235555649,0.07570227235555649,0.06823107600212097,0.06823107600212097
0.0739179328083992,0.0739179328083992,0.06716913729906082,0.06716913729906082
0.07280933111906052,0.07280933111906052,0.06629694253206253,0.06629694253206253
0.07180743664503098,0.07180743664503098,0.06536935269832611,0.06536935269832611
0.07069061696529388,0.07069061696529388,0.06455112993717194,0.06455112993717194
0.07004321366548538,0.07004321366548538,0.06389294564723969,0.06389294564723969
0.06928420066833496,0.06928420066833496,0.06330686807632446,0.06330686807632446
0.06906179338693619,0.06906179338693619,0.06264325231313705,0.06264325231313705
0.06866184622049332,0.06866184622049332,0.06214507296681404,0.06214507296681404
0.06790532916784286,0.06790532916784286,0.06164751574397087,0.06164751574397087
0.06754768639802933,0.06754768639802933,0.061231330037117004,0.061231330037117004
0.06737154722213745,0.06737154722213745,0.060686178505420685,0.060686178505420685
0.0667644813656807,0.0667644813656807,0.06034356728196144,0.06034356728196144
0.06634450703859329,0.06634450703859329,0.059956520795822144,0.059956520795822144
0.06615562736988068,0.06615562736988068,0.0596025213599205,0.0596025213599205
0.0654982179403305,0.0654982179403305,0.05933184176683426,0.05933184176683426
0.06553082168102264,0.06553082168102264,0.05892675369977951,0.05892675369977951
0.06536266952753067,0.06536266952753067,0.0587017759680748,0.0587017759680748
0.06466171145439148,0.06466171145439148,0.058305345475673676,0.058305345475673676
0.06475137174129486,0.06475137174129486,0.058100227266550064,0.058100227266550064
0.06457552313804626,0.06457552313804626,0.057816654443740845,0.057816654443740845
0.06393914669752121,0.06393914669752121,0.0575735904276371,0.0575735904276371
0.06412750482559204,0.06412750482559204,0.057388607412576675,0.057388607412576675
0.0639205202460289,0.0639205202460289,0.057210441678762436,0.057210441678762436
0.06365863233804703,0.06365863233804703,0.057106271386146545,0.057106271386146545
0.06366977095603943,0.06366977095603943,0.056855209171772,0.056855209171772
0.06344032287597656,0.06344032287597656,0.05670171231031418,0.05670171231031418
