loss,mae,val_loss,val_mae
0.09415018558502197,0.09415018558502197,0.05303717404603958,0.05303717404603958
0.07676419615745544,0.07676419615745544,0.04639985039830208,0.04639985039830208
0.07119113206863403,0.07119113206863403,0.0443849116563797,0.0443849116563797
0.0676485225558281,0.0676485225558281,0.04315139353275299,0.04315139353275299
0.06524890661239624,0.06524890661239624,0.04310744255781174,0.04310744255781174
0.06369094550609589,0.06369094550609589,0.042524538934230804,0.042524538934230804
0.06280288845300674,0.06280288845300674,0.04156447574496269,0.04156447574496269
0.061991702765226364,0.061991702765226364,0.041281018406152725,0.041281018406152725
0.06111174076795578,0.06111174076795578,0.04097388684749603,0.04097388684749603
0.06068993732333183,0.06068993732333183,0.04049406200647354,0.04049406200647354
0.06005972623825073,0.06005972623825073,0.040757108479738235,0.040757108479738235
0.05969053506851196,0.05969053506851196,0.040630802512168884,0.040630802512168884
0.05914748087525368,0.05914748087525368,0.04014218971133232,0.04014218971133232
0.058899957686662674,0.058899957686662674,0.0399659126996994,0.0399659126996994
0.058319736272096634,0.058319736272096634,0.03953195735812187,0.03953195735812187
0.05816008150577545,0.05816008150577545,0.03951367363333702,0.03951367363333702
0.057917531579732895,0.057917531579732895,0.039281025528907776,0.039281025528907776
0.05753803998231888,0.05753803998231888,0.0389716699719429,0.0389716699719429
0.057400189340114594,0.057400189340114594,0.03931140899658203,0.03931140899658203
0.05715323984622955,0.05715323984622955,0.038691576570272446,0.038691576570272446
0.05687021091580391,0.05687021091580391,0.03892555087804794,0.03892555087804794
0.05698860436677933,0.05698860436677933,0.03870539739727974,0.03870539739727974
0.056280381977558136,0.056280381977558136,0.03875265270471573,0.03875265270471573
0.05645832419395447,0.05645832419395447,0.038550931960344315,0.038550931960344315
0.056269530206918716,0.056269530206918716,0.038581300526857376,0.038581300526857376
0.056143734604120255,0.056143734604120255,0.038455888628959656,0.038455888628959656
0.05609264224767685,0.05609264224767685,0.03848370537161827,0.03848370537161827
0.05586990714073181,0.05586990714073181,0.038347117602825165,0.038347117602825165
0.05563942715525627,0.05563942715525627,0.03818591684103012,0.03818591684103012
0.055568814277648926,0.055568814277648926,0.038194458931684494,0.038194458931684494
