YYYYMMDD,HH,NO2
20160624,15,21.24
20160624,16,16.43
20160624,17,14.75
20160624,18,10.67
20160624,19,9.9
20160624,20,10.21
20160624,21,14.16
20160624,22,19.74
20160624,23,26.34
20160625,0,25.58
20160625,1,44.16
20160625,2,31.19
20160625,3,24.96
20160625,4,29.78
20160625,5,30.15
20160625,6,27.02
20160625,7,23.91
20160625,8,27.42
20160625,9,24.22
20160625,10,21.7
20160625,11,21.58
20160625,12,12.43
20160625,13,10.88
20160625,14,16.94
20160625,15,17.77
20160625,16,19.42
20160625,17,11.09
20160625,18,11.64
20160625,19,10.48
20160625,20,9.07
20160625,21,12.39
20160625,22,14.78
20160625,23,20.76
20160626,0,25.82
20160626,1,15.33
20160626,2,12.78
20160626,3,9.79
20160626,4,8.35
20160626,5,8.72
20160626,6,9.38
20160626,7,9.26
20160626,8,8.41
20160626,9,7.43
20160626,10,8.2
20160626,11,11.26
20160626,12,9.71
20160626,13,9.39
20160626,14,13.04
20160626,15,7.11
20160626,16,6.43
20160626,17,5.95
20160626,18,3.27
20160626,19,3.45
20160626,20,9.93
20160626,21,15.41
20160626,22,15.18
20160626,23,13.85
20160627,0,10.79
20160627,1,13.03
20160627,2,12.79
20160627,3,10.96
20160627,4,10.93
20160627,5,13.21
20160627,6,15.9
20160627,7,20.72
20160627,8,20.24
20160627,9,20.44
20160627,10,21.95
20160627,11,21.52
20160627,12,20.41
20160627,13,19.1
20160627,14,14.12
20160627,15,10.12
20160627,16,11.05
20160627,17,6.35
20160627,18,3.33
20160627,19,4.6
20160627,20,5.57
20160627,21,10.42
20160627,22,16.73
20160627,23,19.15
20160628,0,25.65
20160628,1,24.67
20160628,2,32.83
20160628,3,28.33
20160628,4,33.75
20160628,5,33.3
20160628,6,33.51
20160628,7,41.31
20160628,8,35.57
20160628,9,24.39
20160628,10,14.32
20160628,11,10.03
20160628,12,7.01
20160628,13,7.27
20160628,14,8.22
20160628,15,7.85
20160628,16,9.03
20160628,17,7.67
20160628,18,9.67
20160628,19,13.25
20160628,20,12.5
20160628,21,14.81
20160628,22,15.33
20160628,23,15.37
20160629,0,11.93
20160629,1,11.73
20160629,2,12.31
20160629,3,7.31
20160629,4,7.54
20160629,5,9.49
20160629,6,12.31
20160629,7,19.49
20160629,8,20.64
20160629,9,19.27
20160629,10,16.87
20160629,11,10.54
20160629,12,10.63
20160629,13,6.73
20160629,14,6.86
20160629,15,5.98
20160629,16,8.56
20160629,17,7.65
20160629,18,10.3
20160629,19,13.75
20160629,20,10.72
20160629,21,12.2
20160629,22,22.49
20160629,23,21.89
20160630,0,18.29
20160630,1,18.11
20160630,2,9.12
20160630,3,9.75
20160630,4,13.05
20160630,5,16.6
20160630,6,18.99
20160630,7,20.82
20160630,8,19.28
20160630,9,17.08
20160630,10,15.63
20160630,11,18.31
20160630,12,15.08
20160630,13,14.3
20160630,14,15.99
20160630,15,16.07
20160630,16,16.83
20160630,17,16.73
20160630,18,15.7
20160630,19,14.02
20160630,20,17.8
20160630,21,21.4
20160630,22,28.18
20160630,23,29.28
20160701,0,25.72
20160701,1,15.73
20160701,2,10.78
20160701,3,12.94
20160701,4,12.24
20160701,5,8.18
20160701,6,10.12
20160701,7,16.17
20160701,8,18.02
20160701,9,14.1
20160701,10,13.45
20160701,11,10.9
20160701,12,7.69
20160701,13,8.64
20160701,14,12.13
20160701,15,16.97
20160701,16,15.95
20160701,17,14.09
20160701,18,16.69
20160701,19,21.32
20160701,20,13.23
20160701,21,11.38
20160701,22,10.5
20160701,23,10.61
20160702,0,5.87
20160702,1,7.19
20160702,2,7.29
20160702,3,8.74
20160702,4,7.92
20160702,5,9.04
20160702,6,9.12
20160702,7,9.14
20160702,8,9.21
20160702,9,6.59
20160702,10,6.04
20160702,11,6.18
20160702,12,4.08
20160702,13,4.48
20160702,14,3.98
20160702,15,2.59
20160702,16,3.4
20160702,17,4.48
20160702,18,4.49
20160702,19,5.12
20160702,20,6.3
20160702,21,9.48
20160702,22,8.96
20160702,23,12.17
20160703,0,10.11
20160703,1,6.97
20160703,2,7.02
20160703,3,8.32
20160703,4,7.5
20160703,5,5.68
20160703,6,6.92
20160703,7,7.43
20160703,8,6.82
20160703,9,4.94
20160703,10,4.41
20160703,11,4.86
20160703,12,6.39
20160703,13,5.66
20160703,14,3.24
20160703,15,3.22
20160703,16,2.46
20160703,17,1.85
20160703,18,1.67
20160703,19,3.34
20160703,20,5.18
20160703,21,10.42
20160703,22,25.32
20160703,23,35.8
20160704,0,40.56
20160704,1,38.16
20160704,2,35.77
20160704,3,29.64
20160704,4,23.14
20160704,5,21.64
20160704,6,27.77
20160704,7,31.35
20160704,8,24.75
20160704,9,18.99
20160704,10,11.31
20160704,11,10.63
20160704,12,10.91
20160704,13,10.91
20160704,14,8.67
20160704,15,7.75
20160704,16,5.98
20160704,17,5.42
20160704,18,6.37
20160704,19,8.48
20160704,20,15.2
20160704,21,19.75
20160704,22,24.28
20160704,23,29.42
20160705,0,32.99
20160705,1,26.26
20160705,2,14.6
20160705,3,10.46
20160705,4,12.58
20160705,5,12.98
20160705,6,15.94
20160705,7,21.53
20160705,8,22.2
20160705,9,17.16
20160705,10,18.1
20160705,11,13.44
20160705,12,10.92
20160705,13,9.61
20160705,14,12.86
20160705,15,5.97
20160705,16,5.33
20160705,17,7.25
20160705,18,7.83
20160705,19,7.45
20160705,20,10.63
20160705,21,8.64
20160705,22,8.28
20160705,23,9.45
20160706,0,14.54
20160706,1,11.36
20160706,2,9.59
20160706,3,12.05
20160706,4,5.8
20160706,5,8.63
20160706,6,16.04
20160706,7,27.49
20160706,8,19.87
20160706,9,11.14
20160706,10,6.84
20160706,11,3.85
20160706,12,4.19
20160706,13,3.77
20160706,14,4.22
20160706,15,4.45
20160706,16,4.07
20160706,17,4.59
20160706,18,6.97
20160706,19,6.67
20160706,20,6.04
20160706,21,11.32
20160706,22,24.05
20160706,23,25.55
20160707,0,19.08
20160707,1,25.01
20160707,2,27.62
20160707,3,24.14
20160707,4,24.3
20160707,5,36.98
20160707,6,43.64
20160707,7,43.63
20160707,8,33.4
20160707,9,27.96
20160707,10,20.95
20160707,11,11.15
20160707,12,10.67
20160707,13,10.34
20160707,14,10.98
20160707,15,9.44
20160707,16,10.56
20160707,17,11.95
20160707,18,11.27
20160707,19,12.42
20160707,20,14.55
20160707,21,22.68
20160707,22,27.95
20160707,23,36.6
20160708,0,50.4
20160708,1,54.31
20160708,2,47.55
20160708,3,40.15
20160708,4,28.05
20160708,5,19.13
20160708,6,22.36
20160708,7,35.45
20160708,8,36.09
20160708,9,33.62
20160708,10,24.9
20160708,11,22.14
20160708,12,20.58
20160708,13,17.62
20160708,14,17.71
20160708,15,19.71
20160708,16,12.63
20160708,17,7.37
20160708,18,6.74
20160708,19,7.39
20160708,20,10.24
20160708,21,16.74
20160708,22,16.25
20160708,23,17.74
20160709,0,21.06
20160709,1,23.55
20160709,2,26.24
20160709,3,28.61
20160709,4,30.33
20160709,5,35.79
20160709,6,35.17
20160709,7,29.58
20160709,8,27.5
20160709,9,17.44
20160709,10,11.99
20160709,11,11.48
20160709,12,11.66
20160709,13,8.3
20160709,14,6.87
20160709,15,5.42
20160709,16,6.61
20160709,17,6.83
20160709,18,7.78
20160709,19,7.75
20160709,20,8.7
20160709,21,12.2
20160709,22,14.17
20160709,23,16.72
20160710,0,15.62
20160710,1,16.09
20160710,2,15.07
20160710,3,16.11
20160710,4,13.84
20160710,5,19.79
20160710,6,20.92
20160710,7,18.05
20160710,8,15.51
20160710,9,16.0
20160710,10,12.98
20160710,11,12.39
20160710,12,12.01
20160710,13,8.57
20160710,14,6.57
20160710,15,5.79
20160710,16,5.88
20160710,17,6.64
20160710,18,14.17
20160710,19,15.06
20160710,20,7.46
20160710,21,6.76
20160710,22,10.36
20160710,23,8.27
20160711,0,8.93
20160711,1,5.58
20160711,2,6.41
20160711,3,5.77
20160711,4,5.47
20160711,5,6.61
20160711,6,10.61
20160711,7,13.22
20160711,8,12.7
20160711,9,11.64
20160711,10,11.83
20160711,11,11.14
20160711,12,11.74
20160711,13,7.86
20160711,14,7.25
20160711,15,6.26
20160711,16,6.71
20160711,17,6.29
20160711,18,5.48
20160711,19,6.27
20160711,20,6.87
20160711,21,8.89
20160711,22,11.54
20160711,23,11.92
20160712,0,10.44
20160712,1,8.05
20160712,2,7.89
20160712,3,8.4
20160712,4,8.23
20160712,5,10.22
20160712,6,17.5
20160712,7,26.68
20160712,8,22.57
20160712,9,17.47
20160712,10,11.35
20160712,11,11.69
20160712,12,12.71
20160712,13,15.33
20160712,14,20.99
20160712,15,16.62
20160712,16,12.38
20160712,17,15.25
20160712,18,11.7
20160712,19,8.97
20160712,20,10.98
20160712,21,12.43
20160712,22,16.72
20160712,23,18.54
20160713,0,21.74
20160713,1,33.55
20160713,2,36.38
20160713,3,15.75
20160713,4,14.59
20160713,5,19.63
20160713,6,25.59
20160713,7,36.86
20160713,8,36.29
20160713,9,25.25
20160713,10,19.11
20160713,11,18.57
20160713,12,17.84
20160713,13,9.33
20160713,14,5.67
20160713,15,3.91
20160713,16,5.11
20160713,17,5.12
20160713,18,5.24
20160713,19,6.32
20160713,20,13.9
20160713,21,16.63
20160713,22,19.73
20160713,23,14.49
20160714,0,15.15
20160714,1,12.73
20160714,2,14.51
20160714,3,26.28
20160714,4,12.03
20160714,5,12.22
20160714,6,18.9
20160714,7,30.97
20160714,8,25.16
20160714,9,17.48
20160714,10,9.66
20160714,11,8.31
20160714,12,8.09
20160714,13,8.08
20160714,14,6.49
20160714,15,7.53
20160714,16,8.41
20160714,17,7.34
20160714,18,5.46
20160714,19,5.69
20160714,20,6.23
20160714,21,10.51
20160714,22,20.03
20160714,23,16.44
20160715,0,8.96
20160715,1,11.22
20160715,2,8.02
20160715,3,11.01
20160715,4,9.05
20160715,5,16.87
20160715,6,22.83
20160715,7,31.39
20160715,8,18.07
20160715,9,12.03
20160715,10,11.25
20160715,11,8.77
20160715,12,15.77
20160715,13,16.95
20160715,14,5.52
20160715,15,5.34
20160715,16,5.16
20160715,17,5.88
20160715,18,8.34
20160715,19,10.65
20160715,20,12.46
20160715,21,13.75
20160715,22,19.26
20160715,23,17.09
20160716,0,13.66
20160716,1,13.63
20160716,2,12.04
20160716,3,10.97
20160716,4,13.52
20160716,5,12.04
20160716,6,13.96
20160716,7,17.01
20160716,8,14.2
20160716,9,16.59
20160716,10,13.78
20160716,11,6.56
20160716,12,7.53
20160716,13,10.7
20160716,14,11.02
20160716,15,6.12
20160716,16,7.44
20160716,17,6.97
20160716,18,8.02
20160716,19,11.14
20160716,20,14.07
20160716,21,16.02
20160716,22,16.75
20160716,23,11.8
20160717,0,13.29
20160717,1,12.37
20160717,2,16.58
20160717,3,21.22
20160717,4,23.06
20160717,5,23.17
20160717,6,20.18
20160717,7,16.92
20160717,8,8.2
20160717,9,4.55
20160717,10,4.09
20160717,11,3.93
20160717,12,3.87
20160717,13,3.45
20160717,14,4.3
20160717,15,3.65
20160717,16,3.73
20160717,17,3.38
20160717,18,3.73
20160717,19,3.41
20160717,20,4.07
20160717,21,13.16
20160717,22,14.7
20160717,23,17.39
20160718,0,15.75
20160718,1,21.47
20160718,2,28.92
20160718,3,33.63
20160718,4,35.17
20160718,5,33.79
20160718,6,31.12
20160718,7,35.32
20160718,8,32.0
20160718,9,30.35
20160718,10,18.96
20160718,11,16.44
20160718,12,12.27
20160718,13,8.62
20160718,14,5.1
20160718,15,5.28
20160718,16,5.81
20160718,17,7.17
20160718,18,7.57
20160718,19,9.07
20160718,20,13.75
20160718,21,12.93
20160718,22,13.44
20160718,23,21.34
20160719,0,21.23
20160719,1,23.65
20160719,2,24.65
20160719,3,15.61
20160719,4,19.37
20160719,5,20.97
20160719,6,40.48
20160719,7,57.71
20160719,8,41.54
20160719,9,32.73
20160719,10,21.25
20160719,11,13.84
20160719,12,11.4
20160719,13,14.14
20160719,14,12.36
20160719,15,10.22
20160719,16,10.88
20160719,17,12.36
20160719,18,12.8
20160719,19,14.64
20160719,20,17.3
20160719,21,21.67
20160719,22,17.76
20160719,23,18.26
20160720,0,11.57
20160720,1,10.68
20160720,2,9.57
20160720,3,11.44
20160720,4,15.83
20160720,5,21.59
20160720,6,28.72
20160720,7,32.54
20160720,8,36.04
20160720,9,31.82
20160720,10,22.9
20160720,11,19.49
20160720,12,16.44
20160720,13,13.02
20160720,14,13.76
20160720,15,10.72
20160720,16,12.78
20160720,17,22.86
20160720,18,20.62
20160720,19,26.47
20160720,20,16.26
20160720,21,20.48
20160720,22,17.0
20160720,23,12.53
20160721,0,12.7
20160721,1,13.44
20160721,2,11.96
20160721,3,11.71
20160721,4,15.99
20160721,5,17.44
20160721,6,23.73
20160721,7,29.98
20160721,8,26.78
20160721,9,23.79
20160721,10,19.64
20160721,11,29.22
20160721,12,29.53
20160721,13,23.92
20160721,14,18.31
20160721,15,12.7
20160721,16,7.1
20160721,17,5.95
20160721,18,5.84
20160721,19,6.92
20160721,20,5.87
20160721,21,13.1
20160721,22,22.3
20160721,23,36.08
20160722,0,29.11
20160722,1,13.14
20160722,2,10.91
20160722,3,11.15
20160722,4,8.32
20160722,5,19.98
20160722,6,17.45
20160722,7,25.96
20160722,8,27.49
20160722,9,21.18
20160722,10,21.12
20160722,11,18.69
20160722,12,17.86
20160722,13,16.95
20160722,14,11.0
20160722,15,10.03
20160722,16,8.08
20160722,17,5.91
20160722,18,6.69
20160722,19,8.79
20160722,20,10.77
20160722,21,18.39
20160722,22,15.22
20160722,23,15.82
20160723,0,14.2
20160723,1,10.49
20160723,2,6.42
20160723,3,4.71
20160723,4,4.05
20160723,5,4.48
20160723,6,5.07
20160723,7,6.52
20160723,8,7.66
20160723,9,6.36
20160723,10,6.01
20160723,11,4.44
20160723,12,5.43
20160723,13,4.56
20160723,14,4.44
20160723,15,3.95
20160723,16,3.61
20160723,17,4.07
20160723,18,3.66
20160723,19,3.59
20160723,20,4.39
20160723,21,6.66
20160723,22,10.86
20160723,23,15.13
20160724,0,12.77
20160724,1,9.49
20160724,2,9.55
20160724,3,12.57
20160724,4,5.74
20160724,5,5.11
20160724,6,5.16
20160724,7,4.68
20160724,8,3.17
20160724,9,3.45
20160724,10,5.43
20160724,11,4.56
20160724,12,6.42
20160724,13,6.84
20160724,14,4.98
20160724,15,3.88
20160724,16,3.1
20160724,17,3.21
20160724,18,4.34
20160724,19,10.6
20160724,20,14.5
20160724,21,12.98
20160724,22,16.35
20160724,23,18.11
20160725,0,14.81
20160725,1,15.02
20160725,2,19.71
20160725,3,23.89
20160725,4,21.98
20160725,5,12.57
20160725,6,15.82
20160725,7,17.75
20160725,8,16.89
20160725,9,15.89
20160725,10,15.74
20160725,11,14.21
20160725,12,13.15
20160725,13,12.2
20160725,14,14.09
20160725,15,14.63
20160725,16,11.88
20160725,17,8.65
20160725,18,5.48
20160725,19,8.46
20160725,20,6.75
20160725,21,9.39
20160725,22,24.12
20160725,23,26.98
20160726,0,20.7
20160726,1,25.56
20160726,2,29.76
20160726,3,43.43
20160726,4,45.72
20160726,5,33.96
20160726,6,33.01
20160726,7,36.5
20160726,8,26.95
20160726,9,22.98
20160726,10,20.57
20160726,11,16.2
20160726,12,14.82
20160726,13,13.29
20160726,14,13.47
20160726,15,13.22
20160726,16,9.2
20160726,17,5.34
20160726,18,8.18
20160726,19,7.7
20160726,20,11.11
20160726,21,13.24
20160726,22,20.29
20160726,23,30.27
20160727,0,30.09
20160727,1,23.93
20160727,2,17.77
20160727,3,11.6
20160727,4,14.42
20160727,5,13.14
20160727,6,18.85
20160727,7,22.56
20160727,8,16.2
20160727,9,13.91
20160727,10,12.55
20160727,11,12.07
20160727,12,9.74
20160727,13,10.6
20160727,14,12.61
20160727,15,13.66
20160727,16,12.71
20160727,17,13.0
20160727,18,12.23
20160727,19,10.56
20160727,20,12.02
20160727,21,11.12
20160727,22,7.73
20160727,23,9.58
20160728,0,12.85
20160728,1,23.2
20160728,2,21.36
20160728,3,19.68
20160728,4,13.96
20160728,5,24.61
20160728,6,24.64
20160728,7,25.68
20160728,8,23.97
20160728,9,18.11
20160728,10,13.56
20160728,11,13.65
20160728,12,9.44
20160728,13,8.49
20160728,14,6.84
20160728,15,6.92
20160728,16,8.95
20160728,17,10.12
20160728,18,10.31
20160728,19,17.76
20160728,20,14.0
20160728,21,10.75
20160728,22,16.0
20160728,23,17.07
20160729,0,14.18
20160729,1,11.49
20160729,2,9.75
20160729,3,14.23
20160729,4,14.53
20160729,5,14.0
20160729,6,16.18
20160729,7,19.35
20160729,8,16.91
20160729,9,16.67
20160729,10,17.45
20160729,11,12.71
20160729,12,9.42
20160729,13,8.91
20160729,14,12.27
20160729,15,10.52
20160729,16,9.11
20160729,17,9.68
20160729,18,11.41
20160729,19,11.69
20160729,20,8.98
20160729,21,10.52
20160729,22,11.03
20160729,23,13.36
20160730,0,11.13
20160730,1,10.89
20160730,2,9.67
20160730,3,10.96
20160730,4,9.62
20160730,5,9.43
20160730,6,13.37
20160730,7,14.78
20160730,8,12.36
20160730,9,12.65
20160730,10,13.17
20160730,11,12.5
20160730,12,6.32
20160730,13,5.62
20160730,14,4.01
20160730,15,6.34
20160730,16,9.8
20160730,17,14.78
20160730,18,15.22
20160730,19,13.86
20160730,20,17.79
20160730,21,22.26
20160730,22,17.12
20160730,23,33.59
20160731,0,26.31
20160731,1,13.06
20160731,2,13.59
20160731,3,6.68
20160731,4,7.91
20160731,5,5.72
20160731,6,5.05
20160731,7,10.56
20160731,8,10.67
20160731,9,8.33
20160731,10,4.26
20160731,11,5.02
20160731,12,3.9
20160731,13,4.32
20160731,14,2.73
20160731,15,2.89
20160731,16,2.22
20160731,17,2.83
20160731,18,3.11
20160731,19,3.37
20160731,20,4.46
20160731,21,5.59
20160731,22,6.37
20160731,23,11.34
20160801,0,14.24
20160801,1,11.85
20160801,2,11.69
20160801,3,17.41
20160801,4,19.87
20160801,5,17.02
20160801,6,22.3
20160801,7,25.91
20160801,8,24.85
20160801,9,22.24
20160801,10,14.25
20160801,11,16.76
20160801,12,16.22
20160801,13,4.87
20160801,14,2.92
20160801,15,2.43
20160801,16,3.07
20160801,17,4.17
20160801,18,3.98
20160801,19,3.86
20160801,20,7.57
20160801,21,8.88
20160801,22,10.18
20160801,23,20.88
20160802,0,15.02
20160802,1,19.43
20160802,2,16.57
20160802,3,18.06
20160802,4,11.52
20160802,5,12.25
20160802,6,17.54
20160802,7,19.44
20160802,8,19.73
20160802,9,17.08
20160802,10,15.99
20160802,11,13.69
20160802,12,14.03
20160802,13,14.65
20160802,14,15.81
20160802,15,19.29
20160802,16,16.45
20160802,17,15.44
20160802,18,18.3
20160802,19,16.48
20160802,20,14.26
20160802,21,12.73
20160802,22,10.43
20160802,23,7.83
20160803,0,7.05
20160803,1,6.94
20160803,2,7.93
20160803,3,7.98
20160803,4,6.96
20160803,5,6.64
20160803,6,9.81
20160803,7,14.55
20160803,8,12.89
20160803,9,11.99
20160803,10,13.35
20160803,11,13.32
20160803,12,11.04
20160803,13,7.57
20160803,14,8.8
20160803,15,8.58
20160803,16,7.52
20160803,17,7.86
20160803,18,7.58
20160803,19,6.92
20160803,20,7.17
20160803,21,11.93
20160803,22,10.13
20160803,23,6.06
20160804,0,5.21
20160804,1,4.28
20160804,2,4.61
20160804,3,5.43
20160804,4,5.8
20160804,5,6.88
20160804,6,10.31
20160804,7,16.86
20160804,8,14.41
20160804,9,13.06
20160804,10,13.95
20160804,11,12.47
20160804,12,11.42
20160804,13,10.38
20160804,14,10.02
20160804,15,10.31
20160804,16,7.8
20160804,17,4.97
20160804,18,6.14
20160804,19,5.27
20160804,20,7.18
20160804,21,10.77
20160804,22,19.01
20160804,23,14.45
20160805,0,12.55
20160805,1,10.92
20160805,2,12.91
20160805,3,15.15
20160805,4,16.07
20160805,5,18.4
20160805,6,25.01
20160805,7,31.04
20160805,8,26.5
20160805,9,14.63
20160805,10,10.41
20160805,11,7.43
20160805,12,5.01
20160805,13,4.53
20160805,14,6.43
20160805,15,6.1
20160805,16,4.66
20160805,17,3.95
20160805,18,3.35
20160805,19,5.31
20160805,20,6.91
20160805,21,10.09
20160805,22,12.71
20160805,23,13.74
20160806,0,17.62
20160806,1,17.74
20160806,2,17.28
20160806,3,16.0
20160806,4,18.68
20160806,5,21.06
20160806,6,23.12
20160806,7,24.56
20160806,8,26.86
20160806,9,26.55
20160806,10,19.64
20160806,11,16.67
20160806,12,14.53
20160806,13,7.49
20160806,14,4.83
20160806,15,5.15
20160806,16,3.2
20160806,17,2.71
20160806,18,2.97
20160806,19,3.58
20160806,20,5.17
20160806,21,7.99
20160806,22,13.97
20160806,23,18.81
20160807,0,23.95
20160807,1,23.38
20160807,2,26.92
20160807,3,33.16
20160807,4,23.75
20160807,5,15.35
20160807,6,15.06
20160807,7,17.62
20160807,8,15.85
20160807,9,10.81
20160807,10,9.51
20160807,11,8.48
20160807,12,10.18
20160807,13,10.56
20160807,14,8.76
20160807,15,9.02
20160807,16,7.28
20160807,17,8.45
20160807,18,7.1
20160807,19,9.3
20160807,20,8.16
20160807,21,7.63
20160807,22,6.3
20160807,23,5.65
20160808,0,6.03
20160808,1,4.84
20160808,2,5.22
20160808,3,5.08
20160808,4,7.57
20160808,5,11.45
20160808,6,17.16
20160808,7,13.82
20160808,8,9.48
20160808,9,10.99
20160808,10,7.64
20160808,11,4.75
20160808,12,4.91
20160808,13,4.26
20160808,14,3.46
20160808,15,3.82
20160808,16,3.65
20160808,17,3.87
20160808,18,3.57
20160808,19,7.69
20160808,20,9.7
20160808,21,9.79
20160808,22,10.03
20160808,23,17.09
20160809,0,17.73
20160809,1,16.89
20160809,2,11.0
20160809,3,11.98
20160809,4,10.32
20160809,5,6.66
20160809,6,6.23
20160809,7,37.65
20160809,8,30.55
20160809,9,29.32
20160809,10,13.28
20160809,11,13.59
20160809,12,5.71
20160809,13,4.12
20160809,14,5.18
20160809,15,3.12
20160809,16,4.17
20160809,17,4.92
20160809,18,5.34
20160809,19,4.14
20160809,20,8.32
20160809,21,14.06
20160809,22,12.27
20160809,23,12.26
20160810,0,20.61
20160810,1,17.26
20160810,2,6.81
20160810,3,1.65
20160810,4,5.84
20160810,5,10.11
20160810,6,10.47
20160810,7,18.29
20160810,8,17.32
20160810,9,11.29
20160810,10,9.79
20160810,11,9.42
20160810,12,6.41
20160810,13,4.68
20160810,14,5.46
20160810,15,6.01
20160810,16,3.54
20160810,17,5.27
20160810,18,7.01
20160810,19,10.06
20160810,20,10.39
20160810,21,16.59
20160810,22,26.98
20160810,23,25.33
20160811,0,32.65
20160811,1,21.9
20160811,2,19.74
20160811,3,21.25
20160811,4,18.15
20160811,5,16.38
20160811,6,21.12
20160811,7,30.77
20160811,8,32.65
20160811,9,28.61
20160811,10,23.17
20160811,11,24.66
20160811,12,20.95
20160811,13,18.95
20160811,14,19.72
20160811,15,15.37
20160811,16,17.87
20160811,17,17.57
20160811,18,18.9
20160811,19,19.66
20160811,20,23.28
20160811,21,17.85
20160811,22,14.62
20160811,23,16.77
20160812,0,22.67
20160812,1,26.23
20160812,2,20.19
20160812,3,10.8
20160812,4,9.36
20160812,5,12.16
20160812,6,14.75
20160812,7,16.05
20160812,8,19.6
20160812,9,12.12
20160812,10,10.83
20160812,11,9.79
20160812,12,9.74
20160812,13,10.31
20160812,14,10.53
20160812,15,9.86
20160812,16,9.8
20160812,17,8.71
20160812,18,6.18
20160812,19,10.16
20160812,20,15.99
20160812,21,16.01
20160812,22,15.18
20160812,23,13.78
20160813,0,16.64
20160813,1,17.95
20160813,2,11.05
20160813,3,11.18
20160813,4,11.43
20160813,5,11.98
20160813,6,13.6
20160813,7,15.62
20160813,8,14.25
20160813,9,14.78
20160813,10,11.11
20160813,11,10.85
20160813,12,7.73
20160813,13,7.66
20160813,14,7.69
20160813,15,8.54
20160813,16,9.49
20160813,17,11.87
20160813,18,11.17
20160813,19,11.83
20160813,20,16.32
20160813,21,15.08
20160813,22,21.18
20160813,23,32.46
20160814,0,31.85
20160814,1,26.63
20160814,2,19.63
20160814,3,20.17
20160814,4,14.57
20160814,5,15.8
20160814,6,14.63
20160814,7,14.93
20160814,8,14.56
20160814,9,12.01
20160814,10,6.91
20160814,11,4.24
20160814,12,4.9
20160814,13,6.53
20160814,14,6.28
20160814,15,7.4
20160814,16,5.12
20160814,17,4.34
20160814,18,4.42
20160814,19,5.19
20160814,20,7.85
20160814,21,13.75
20160814,22,19.66
20160814,23,27.13
20160815,0,15.64
20160815,1,13.83
20160815,2,12.76
20160815,3,10.26
20160815,4,9.41
20160815,5,9.19
20160815,6,17.15
20160815,7,32.39
20160815,8,23.03
20160815,9,10.78
20160815,10,6.2
20160815,11,4.65
20160815,12,3.85
20160815,13,3.21
20160815,14,4.37
20160815,15,5.18
20160815,16,5.37
20160815,17,7.42
20160815,18,6.59
20160815,19,8.01
20160815,20,9.26
20160815,21,13.67
20160815,22,10.64
20160815,23,7.85
20160816,0,7.18
20160816,1,6.19
20160816,2,5.57
20160816,3,5.53
20160816,4,6.48
20160816,5,6.92
20160816,6,15.76
20160816,7,22.08
20160816,8,19.34
20160816,9,16.58
20160816,10,13.13
20160816,11,6.62
20160816,12,5.14
20160816,13,5.75
20160816,14,5.5
20160816,15,5.3
20160816,16,5.08
20160816,17,6.19
20160816,18,6.5
20160816,19,7.41
20160816,20,10.66
20160816,21,16.24
20160816,22,15.6
20160816,23,15.18
20160817,0,12.07
20160817,1,10.31
20160817,2,10.47
20160817,3,9.09
20160817,4,9.07
20160817,5,9.99
20160817,6,15.22
20160817,7,20.74
20160817,8,20.93
20160817,9,15.25
20160817,10,9.72
20160817,11,7.09
20160817,12,6.12
20160817,13,6.6
20160817,14,6.96
20160817,15,7.79
20160817,16,7.5
20160817,17,7.97
20160817,18,8.34
20160817,19,10.76
20160817,20,19.17
20160817,21,22.54
20160817,22,27.17
20160817,23,27.18
20160818,0,28.02
20160818,1,11.585
20160818,2,12.54
20160818,3,11.575
20160818,4,11.594999999999999
20160818,5,13.425
20160818,6,20.115000000000002
20160818,7,26.244999999999997
20160818,8,24.84
20160818,9,21.74
20160818,10,16.79
20160818,11,10.22
20160818,12,7.52
20160818,13,7.25
20160818,14,6.11
20160818,15,6.9
20160818,16,6.92
20160818,17,8.09
20160818,18,11.15
20160818,19,9.73
20160818,20,14.48
20160818,21,13.22
20160818,22,23.12
20160818,23,20.09
20160819,0,13.2
20160819,1,12.86
20160819,2,14.61
20160819,3,14.06
20160819,4,14.12
20160819,5,16.86
20160819,6,25.01
20160819,7,31.75
20160819,8,28.75
20160819,9,25.96
20160819,10,25.6
20160819,11,29.99
20160819,12,24.63
20160819,13,20.15
20160819,14,20.27
20160819,15,22.66
20160819,16,31.28
20160819,17,31.17
20160819,18,27.12
20160819,19,20.18
20160819,20,20.21
20160819,21,19.75
20160819,22,13.34
20160819,23,11.66
20160820,0,12.55
20160820,1,21.98
20160820,2,19.26
20160820,3,13.31
20160820,4,11.88
20160820,5,14.88
20160820,6,19.27
20160820,7,20.64
20160820,8,20.37
20160820,9,15.79
20160820,10,14.5
20160820,11,12.94
20160820,12,9.06
20160820,13,7.5
20160820,14,6.26
20160820,15,5.27
20160820,16,6.05
20160820,17,5.11
20160820,18,5.34
20160820,19,6.92
20160820,20,8.47
20160820,21,17.18
20160820,22,18.42
20160820,23,20.43
20160821,0,18.87
20160821,1,15.23
20160821,2,8.63
20160821,3,9.12
20160821,4,9.92
20160821,5,8.87
20160821,6,9.51
20160821,7,8.02
20160821,8,8.67
20160821,9,7.98
20160821,10,6.87
20160821,11,10.01
20160821,12,9.2
20160821,13,9.2
20160821,14,7.87
20160821,15,5.31
20160821,16,6.21
20160821,17,5.68
20160821,18,6.62
20160821,19,8.59
