YYYYMMDD,HH,NO2
20180320,4,35.41
20180320,5,33.45
20180320,6,6.61
20180320,7,9.44
20180320,8,16.26
20180320,9,17.84
20180320,10,15.03
20180320,11,8.78
20180320,12,6.92
20180320,13,6.16
20180320,14,4.39
20180320,15,5.37
20180320,16,6.05
20180320,17,6.28
20180320,18,8.17
20180320,19,10.44
20180320,20,12.05
20180320,21,16.86
20180320,22,11.11
20180320,23,11.3
20180321,0,11.41
20180321,1,18.19
20180321,2,14.26
20180321,3,10.66
20180321,4,17.6
20180321,5,20.82
20180321,6,35.06
20180321,7,63.04
20180321,8,63.73
20180321,9,70.26
20180321,10,57.63
20180321,11,21.32
20180321,12,8.86
20180321,13,8.72
20180321,14,9.41
20180321,15,6.74
20180321,16,7.87
20180321,17,6.85
20180321,18,9.67
20180321,19,18.04
20180321,20,36.05
20180321,21,46.93
20180321,22,45.99
20180321,23,31.58
20180322,0,27.98
20180322,1,30.16
20180322,2,26.41
20180322,3,22.23
20180322,4,19.93
20180322,5,16.76
20180322,6,19.03
20180322,7,23.73
20180322,8,31.49
20180322,9,25.78
20180322,10,25.23
20180322,11,23.09
20180322,12,18.57
20180322,13,14.6
20180322,14,11.31
20180322,15,10.84
20180322,16,13.09
20180322,17,11.78
20180322,18,12.31
20180322,19,15.6
20180322,20,25.55
20180322,21,23.15
20180322,22,28.85
20180322,23,32.4
20180323,0,43.61
20180323,1,33.38
20180323,2,26.24
20180323,3,21.54
20180323,4,15.5
20180323,5,13.93
20180323,6,17.84
20180323,7,23.92
20180323,8,32.09
20180323,9,34.86
20180323,10,25.99
20180323,11,14.93
20180323,12,15.78
20180323,13,14.56
20180323,14,12.5
20180323,15,16.92
20180323,16,22.53
20180323,17,23.12
20180323,18,24.68
20180323,19,30.18
20180323,20,26.58
20180323,21,25.67
20180323,22,26.31
20180323,23,20.99
20180324,0,25.25
20180324,1,23.17
20180324,2,18.94
20180324,3,15.06
20180324,4,15.01
20180324,5,16.34
20180324,6,13.96
20180324,7,15.37
20180324,8,17.82
20180324,9,17.58
20180324,10,15.99
20180324,11,13.43
20180324,12,12.07
20180324,13,10.12
20180324,14,7.54
20180324,15,7.98
20180324,16,8.81
20180324,17,11.58
20180324,18,11.78
20180324,19,14.28
20180324,20,18.32
20180324,21,24.71
20180324,22,17.15
20180324,23,22.21
20180325,0,28.57
20180325,1,36.58
20180325,2,37.66
20180325,3,40.02
20180325,4,36.83
20180325,5,38.05
20180325,6,37.98
20180325,7,40.83
20180325,8,34.94
20180325,9,26.62
20180325,10,14.45
20180325,11,10.26
20180325,12,9.46
20180325,13,7.49
20180325,14,6.99
20180325,15,7.7
20180325,16,8.79
20180325,17,8.2
20180325,18,8.27
20180325,19,9.09
20180325,20,12.08
20180325,21,17.23
20180325,22,18.99
20180325,23,21.84
20180326,0,21.52
20180326,1,7.22
20180326,2,6.94
20180326,3,19.18
20180326,4,42.23
20180326,5,45.13
20180326,6,50.41
20180326,7,60.47
20180326,8,59.55
20180326,9,58.27
20180326,10,56.53
20180326,11,43.14
20180326,12,28.09
20180326,13,15.85
20180326,14,26.88
20180326,15,21.24
20180326,16,34.57
20180326,17,22.49
20180326,18,24.4
20180326,19,25.31
20180326,20,29.81
20180326,21,28.36
20180326,22,21.81
20180326,23,19.68
20180327,0,11.45
20180327,1,12.95
20180327,2,16.85
20180327,3,17.51
20180327,4,23.72
20180327,5,30.5
20180327,6,30.64
20180327,7,37.12
20180327,8,37.37
20180327,9,33.0
20180327,10,29.98
20180327,11,29.35
20180327,12,24.42
20180327,13,16.3
20180327,14,18.25
20180327,15,26.89
20180327,16,25.87
20180327,17,26.3
20180327,18,27.59
20180327,19,23.84
20180327,20,19.79
20180327,21,19.43
20180327,22,18.9
20180327,23,16.4
20180328,0,15.61
20180328,1,19.5
20180328,2,21.4
20180328,3,25.01
20180328,4,22.34
20180328,5,22.46
20180328,6,37.46
20180328,7,35.72
20180328,8,54.18
20180328,9,32.46
20180328,10,39.48
20180328,11,40.87
20180328,12,45.38
20180328,13,40.8
20180328,14,34.29
20180328,15,33.83
20180328,16,33.81
20180328,17,33.93
20180328,18,25.93
20180328,19,27.41
20180328,20,24.33
20180328,21,23.17
20180328,22,15.03
20180328,23,8.74
20180329,0,8.68
20180329,1,7.07
20180329,2,9.83
20180329,3,12.76
20180329,4,11.46
20180329,5,18.18
20180329,6,36.47
20180329,7,47.3
20180329,8,50.61
20180329,9,43.01
20180329,10,37.25
20180329,11,29.83
20180329,12,18.61
20180329,13,10.35
20180329,14,8.18
20180329,15,10.81
20180329,16,10.53
20180329,17,7.98
20180329,18,8.53
20180329,19,20.14
20180329,20,47.36
20180329,21,40.39
20180329,22,33.81
20180329,23,26.99
20180330,0,19.98
20180330,1,22.28
20180330,2,22.1
20180330,3,24.89
20180330,4,24.82
20180330,5,22.39
20180330,6,18.13
20180330,7,29.2
20180330,8,34.26
20180330,9,30.14
20180330,10,17.98
20180330,11,14.83
20180330,12,16.86
20180330,13,13.63
20180330,14,13.96
20180330,15,13.89
20180330,16,11.33
20180330,17,13.01
20180330,18,12.43
20180330,19,15.51
20180330,20,16.36
20180330,21,15.63
20180330,22,20.26
20180330,23,10.26
20180331,0,11.05
20180331,1,12.39
20180331,2,13.89
20180331,3,16.28
20180331,4,22.29
20180331,5,20.59
20180331,6,19.88
20180331,7,26.11
20180331,8,26.2
20180331,9,26.93
20180331,10,31.03
20180331,11,22.8
20180331,12,16.35
20180331,13,12.3
20180331,14,14.18
20180331,15,11.27
20180331,16,14.58
20180331,17,22.33
20180331,18,20.93
20180331,19,15.44
20180331,20,19.88
20180331,21,19.66
20180331,22,21.75
20180331,23,13.6
20180401,0,10.6
20180401,1,19.52
20180401,2,20.55
20180401,3,22.23
20180401,4,19.56
20180401,5,17.2
20180401,6,17.01
20180401,7,17.6
20180401,8,5.29
20180401,9,7.68
20180401,10,7.75
20180401,11,9.58
20180401,12,8.38
20180401,13,10.15
20180401,14,5.62
20180401,15,5.36
20180401,16,11.27
20180401,17,12.16
20180401,18,20.45
20180401,19,14.42
20180401,20,14.43
20180401,21,16.59
20180401,22,20.07
20180401,23,24.67
20180402,0,29.92
20180402,1,48.18
20180402,2,44.95
20180402,3,27.88
20180402,4,21.07
20180402,5,22.78
20180402,6,18.66
20180402,7,18.16
20180402,8,18.69
20180402,9,18.42
20180402,10,17.66
20180402,11,18.59
20180402,12,17.94
20180402,13,14.54
20180402,14,13.31
20180402,15,11.85
20180402,16,8.85
20180402,17,8.34
20180402,18,10.52
20180402,19,12.18
20180402,20,16.51
20180402,21,17.65
20180402,22,13.74
20180402,23,11.76
20180403,0,14.01
20180403,1,13.84
20180403,2,11.09
20180403,3,8.27
20180403,4,9.28
20180403,5,13.27
20180403,6,25.28
20180403,7,37.79
20180403,8,39.86
20180403,9,29.82
20180403,10,20.41
20180403,11,16.32
20180403,12,15.39
20180403,13,21.17
20180403,14,19.64
20180403,15,22.22
20180403,16,30.02
20180403,17,30.08
20180403,18,23.78
20180403,19,29.32
20180403,20,23.74
20180403,21,27.24
20180403,22,21.43
20180403,23,9.81
20180404,0,12.49
20180404,1,9.53
20180404,2,7.91
20180404,3,9.91
20180404,4,14.61
20180404,5,14.25
20180404,6,22.53
20180404,7,39.44
20180404,8,46.88
20180404,9,29.51
20180404,10,25.68
20180404,11,16.98
20180404,12,21.21
20180404,13,26.73
20180404,14,31.92
20180404,15,28.53
20180404,16,25.61
20180404,17,25.74
20180404,18,18.87
20180404,19,35.25
20180404,20,47.71
20180404,21,42.21
20180404,22,46.86
20180404,23,57.59
20180405,0,43.54
20180405,1,12.21
20180405,2,10.59
20180405,3,9.8
20180405,4,7.69
20180405,5,11.21
20180405,6,12.36
20180405,7,14.58
20180405,8,15.56
20180405,9,15.83
20180405,10,9.92
20180405,11,10.25
20180405,12,9.2
20180405,13,8.31
20180405,14,8.21
20180405,15,7.74
20180405,16,8.14
20180405,17,6.64
20180405,18,8.34
20180405,19,7.79
20180405,20,12.56
20180405,21,22.23
20180405,22,34.13
20180405,23,54.43
20180406,0,71.24
20180406,1,60.69
20180406,2,35.54
20180406,3,27.64
20180406,4,35.66
20180406,5,37.46
20180406,6,48.42
20180406,7,51.88
20180406,8,48.79
20180406,9,35.48
20180406,10,31.3
20180406,11,25.41
20180406,12,20.54
20180406,13,13.62
20180406,14,13.75
20180406,15,12.28
20180406,16,13.98
20180406,17,15.73
20180406,18,18.31
20180406,19,21.72
20180406,20,24.31
20180406,21,21.6
20180406,22,19.17
20180406,23,19.53
20180407,0,19.52
20180407,1,23.29
20180407,2,22.03
20180407,3,21.56
20180407,4,22.1
20180407,5,22.3
20180407,6,24.4
20180407,7,30.97
20180407,8,30.12
20180407,9,26.32
20180407,10,24.13
20180407,11,19.26
20180407,12,15.32
20180407,13,14.57
20180407,14,19.28
20180407,15,16.04
20180407,16,20.42
20180407,17,24.09
20180407,18,34.9
20180407,19,26.9
20180407,20,55.57
20180407,21,77.42
20180407,22,94.24
20180407,23,92.67
20180408,0,81.08
20180408,1,77.38
20180408,2,79.32
20180408,3,68.67
20180408,4,44.88
20180408,5,51.5
20180408,6,41.04
20180408,7,25.13
20180408,8,14.94
20180408,9,13.08
20180408,10,7.44
20180408,11,8.33
20180408,12,13.86
20180408,13,7.94
20180408,14,8.72
20180408,15,6.7
20180408,16,8.24
20180408,17,8.81
20180408,18,8.03
20180408,19,11.12
20180408,20,25.88
20180408,21,24.92
20180408,22,20.39
20180408,23,16.0
20180409,0,11.87
20180409,1,8.36
20180409,2,6.85
20180409,3,6.23
20180409,4,7.39
20180409,5,8.55
20180409,6,11.89
20180409,7,24.62
20180409,8,31.95
20180409,9,25.14
20180409,10,24.55
20180409,11,24.02
20180409,12,17.06
20180409,13,13.01
20180409,14,13.66
20180409,15,17.49
20180409,16,19.0
20180409,17,19.05
20180409,18,20.42
20180409,19,21.78
20180409,20,20.69
20180409,21,22.44
20180409,22,19.26
20180409,23,14.41
20180410,0,12.02
20180410,1,12.12
20180410,2,12.31
20180410,3,17.18
20180410,4,21.45
20180410,5,24.93
20180410,6,33.64
20180410,7,35.14
20180410,8,30.99
20180410,9,24.17
20180410,10,17.67
20180410,11,14.15
20180410,12,11.86
20180410,13,12.26
20180410,14,11.36
20180410,15,9.36
20180410,16,15.39
20180410,17,17.01
20180410,18,20.38
20180410,19,21.87
20180410,20,21.24
20180410,21,19.48
20180410,22,19.05
20180410,23,18.3
20180411,0,14.0
20180411,1,12.65
20180411,2,12.37
20180411,3,11.23
20180411,4,14.7
20180411,5,16.68
20180411,6,31.81
20180411,7,48.79
20180411,8,35.2
20180411,9,30.13
20180411,10,23.87
20180411,11,15.79
20180411,12,16.9
20180411,13,15.69
20180411,14,12.84
20180411,15,12.5
20180411,16,13.09
20180411,17,16.05
20180411,18,27.59
20180411,19,26.92
20180411,20,41.75
20180411,21,24.81
20180411,22,28.14
20180411,23,36.16
20180412,0,35.29
20180412,1,13.57
20180412,2,11.86
20180412,3,10.38
20180412,4,8.83
20180412,5,9.89
20180412,6,14.46
20180412,7,20.18
20180412,8,17.44
20180412,9,16.45
20180412,10,13.79
20180412,11,13.69
20180412,12,15.15
20180412,13,15.75
20180412,14,19.74
20180412,15,19.37
20180412,16,14.56
20180412,17,19.72
20180412,18,23.22
20180412,19,24.15
20180412,20,34.21
20180412,21,41.14
20180412,22,42.09
20180412,23,43.74
20180413,0,41.28
20180413,1,36.69
20180413,2,30.59
20180413,3,34.2
20180413,4,29.58
20180413,5,25.4
20180413,6,39.16
20180413,7,58.52
20180413,8,75.33
20180413,9,72.73
20180413,10,45.91
20180413,11,23.71
20180413,12,21.54
20180413,13,18.11
20180413,14,16.41
20180413,15,24.18
20180413,16,28.5
20180413,17,33.42
20180413,18,28.23
20180413,19,26.42
20180413,20,25.93
20180413,21,27.38
20180413,22,23.54
20180413,23,19.77
20180414,0,22.14
20180414,1,34.79
20180414,2,22.85
20180414,3,18.13
20180414,4,18.94
20180414,5,30.37
20180414,6,41.34
20180414,7,40.32
20180414,8,44.36
20180414,9,42.59
20180414,10,28.67
20180414,11,16.81
20180414,12,14.71
20180414,13,15.61
20180414,14,14.28
20180414,15,14.82
20180414,16,13.36
20180414,17,14.35
20180414,18,15.33
20180414,19,17.07
20180414,20,19.71
20180414,21,19.82
20180414,22,17.44
20180414,23,18.97
20180415,0,16.83
20180415,1,19.2
20180415,2,16.35
20180415,3,10.59
20180415,4,10.37
20180415,5,11.08
20180415,6,10.16
20180415,7,12.89
20180415,8,13.84
20180415,9,13.41
20180415,10,8.92
20180415,11,7.06
20180415,12,5.8
20180415,13,4.51
20180415,14,4.74
20180415,15,8.74
20180415,16,6.88
20180415,17,9.95
20180415,18,14.92
20180415,19,14.34
20180415,20,29.23
20180415,21,54.13
20180415,22,38.31
20180415,23,33.29
20180416,0,32.66
20180416,1,15.14
20180416,2,6.03
20180416,3,7.14
20180416,4,6.96
20180416,5,10.82
20180416,6,20.82
20180416,7,33.73
20180416,8,33.07
20180416,9,17.38
20180416,10,20.42
20180416,11,18.33
20180416,12,16.14
20180416,13,11.95
20180416,14,7.31
20180416,15,6.86
20180416,16,7.35
20180416,17,7.96
20180416,18,7.74
20180416,19,10.07
20180416,20,15.17
20180416,21,19.62
20180416,22,28.32
20180416,23,41.75
20180417,0,67.68
20180417,1,33.29
20180417,2,26.17
20180417,3,28.61
20180417,4,31.73
20180417,5,35.41
20180417,6,46.37
20180417,7,56.11
20180417,8,42.82
20180417,9,34.68
20180417,10,25.7
20180417,11,11.31
20180417,12,7.47
20180417,13,8.43
20180417,14,10.04
20180417,15,9.22
20180417,16,9.57
20180417,17,10.92
20180417,18,11.89
20180417,19,17.56
20180417,20,19.83
20180417,21,32.79
20180417,22,69.76
20180417,23,88.86
20180418,0,93.27
20180418,1,68.33
20180418,2,51.0
20180418,3,44.15
20180418,4,37.73
20180418,5,41.28
20180418,6,52.52
20180418,7,65.66
20180418,8,62.41
20180418,9,55.98
20180418,10,45.43
20180418,11,34.46
20180418,12,15.81
20180418,13,11.89
20180418,14,9.07
20180418,15,8.46
20180418,16,9.47
20180418,17,9.8
20180418,18,12.04
20180418,19,18.4
20180418,20,36.39
20180418,21,44.23
20180418,22,41.51
20180418,23,34.35
20180419,0,26.38
20180419,1,11.93
20180419,2,10.96
20180419,3,14.43
20180419,4,15.8
20180419,5,20.22
20180419,6,44.88
20180419,7,56.1
20180419,8,52.15
20180419,9,41.81
20180419,10,30.2
20180419,11,23.42
20180419,12,18.3
20180419,13,15.92
20180419,14,18.48
20180419,15,18.13
20180419,16,20.96
20180419,17,16.07
20180419,18,13.08
20180419,19,14.22
20180419,20,25.1
20180419,21,38.86
20180419,22,49.04
20180419,23,74.86
20180420,0,68.22
20180420,1,51.93
20180420,2,55.34
20180420,3,78.34
20180420,4,82.81
20180420,5,77.47
20180420,6,71.97
20180420,7,77.58
20180420,8,82.81
20180420,9,53.59
20180420,10,55.35
20180420,11,29.49
20180420,12,17.73
20180420,13,17.12
20180420,14,26.97
20180420,15,15.34
20180420,16,12.78
20180420,17,12.12
20180420,18,15.63
20180420,19,26.91
20180420,20,38.03
20180420,21,48.39
20180420,22,79.09
20180420,23,96.84
20180421,0,91.52
20180421,1,16.84
20180421,2,10.01
20180421,3,7.36
20180421,4,7.61
20180421,5,7.15
20180421,6,8.35
20180421,7,12.88
20180421,8,13.26
20180421,9,7.85
20180421,10,6.64
20180421,11,4.91
20180421,12,4.17
20180421,13,3.82
20180421,14,3.47
20180421,15,3.88
20180421,16,4.63
20180421,17,5.14
20180421,18,6.57
20180421,19,7.5
20180421,20,13.13
20180421,21,16.23
20180421,22,25.68
20180421,23,25.58
20180422,0,24.8
20180422,1,15.81
20180422,2,9.73
20180422,3,11.4
20180422,4,11.03
20180422,5,10.83
20180422,6,10.0
20180422,7,13.56
20180422,8,13.88
20180422,9,13.48
20180422,10,14.86
20180422,11,17.55
20180422,12,16.3
20180422,13,12.46
20180422,14,7.36
20180422,15,5.4
20180422,16,6.0
20180422,17,8.6
20180422,18,8.15
20180422,19,13.28
20180422,20,12.06
20180422,21,15.9
20180422,22,10.02
20180422,23,9.64
20180423,0,10.32
20180423,1,11.44
20180423,2,11.05
20180423,3,16.26
20180423,4,21.19
20180423,5,13.52
20180423,6,17.08
20180423,7,25.56
20180423,8,21.61
20180423,9,19.97
20180423,10,19.16
20180423,11,12.6
20180423,12,14.25
20180423,13,12.96
20180423,14,11.88
20180423,15,10.7
20180423,16,9.63
20180423,17,12.98
20180423,18,7.01
20180423,19,9.7
20180423,20,9.82
20180423,21,13.41
20180423,22,21.66
20180423,23,15.27
20180424,0,9.68
20180424,1,8.77
20180424,2,7.86
20180424,3,8.32
20180424,4,8.08
20180424,5,9.25
20180424,6,17.61
20180424,7,22.83
20180424,8,22.8
20180424,9,26.3
20180424,10,25.4
20180424,11,22.64
20180424,12,16.66
20180424,13,16.92
20180424,14,9.58
20180424,15,10.55
20180424,16,9.03
20180424,17,10.42
20180424,18,15.6
20180424,19,21.28
20180424,20,20.39
20180424,21,18.75
20180424,22,13.21
20180424,23,11.09
20180425,0,8.72
20180425,1,5.36
20180425,2,5.93
20180425,3,4.47
20180425,4,3.59
20180425,5,6.0
20180425,6,11.84
20180425,7,13.45
20180425,8,14.21
20180425,9,14.0
20180425,10,9.37
20180425,11,8.37
20180425,12,9.44
20180425,13,11.73
20180425,14,9.09
20180425,15,10.28
20180425,16,9.7
20180425,17,8.21
20180425,18,7.92
20180425,19,9.17
20180425,20,15.0
20180425,21,20.21
20180425,22,13.76
20180425,23,10.89
20180426,0,11.01
20180426,1,9.49
20180426,2,5.9
20180426,3,5.04
20180426,4,7.53
20180426,5,8.33
20180426,6,13.84
20180426,7,23.57
20180426,8,17.49
20180426,9,14.22
20180426,10,10.54
20180426,11,7.5
20180426,12,8.23
20180426,13,9.23
20180426,14,6.38
20180426,15,5.57
20180426,16,5.44
20180426,17,9.87
20180426,18,8.82
20180426,19,9.43
20180426,20,12.5
20180426,21,22.83
20180426,22,15.89
20180426,23,12.59
20180427,0,12.49
20180427,1,16.78
20180427,2,14.54
20180427,3,16.39
20180427,4,20.51
20180427,5,21.45
20180427,6,31.17
20180427,7,30.16
20180427,8,26.17
20180427,9,24.42
20180427,10,22.57
20180427,11,14.59
20180427,12,9.8
20180427,13,8.24
20180427,14,9.09
20180427,15,5.82
20180427,16,5.11
20180427,17,7.83
20180427,18,8.44
20180427,19,12.24
20180427,20,11.53
20180427,21,14.96
20180427,22,14.64
20180427,23,15.05
20180428,0,14.56
20180428,1,13.52
20180428,2,15.05
20180428,3,18.49
20180428,4,20.32
20180428,5,22.9
20180428,6,29.39
20180428,7,22.1
20180428,8,18.25
20180428,9,17.5
20180428,10,11.59
20180428,11,8.54
20180428,12,8.44
20180428,13,10.01
20180428,14,10.19
20180428,15,10.14
20180428,16,7.63
20180428,17,10.37
20180428,18,10.32
20180428,19,13.65
20180428,20,13.89
20180428,21,18.26
20180428,22,23.82
20180428,23,26.39
20180429,0,25.21
20180429,1,31.71
20180429,2,34.71
20180429,3,35.98
20180429,4,32.37
20180429,5,32.3
20180429,6,27.1
20180429,7,21.1
20180429,8,18.61
20180429,9,17.3
20180429,10,13.5
20180429,11,14.81
20180429,12,13.62
20180429,13,10.66
20180429,14,10.94
20180429,15,11.31
20180429,16,11.72
20180429,17,13.01
20180429,18,10.43
20180429,19,10.51
20180429,20,9.46
20180429,21,8.59
20180429,22,7.79
20180429,23,4.8
20180430,0,3.45
20180430,1,2.81
20180430,2,2.62
20180430,3,3.36
20180430,4,3.48
20180430,5,4.29
20180430,6,8.81
20180430,7,20.05
20180430,8,12.68
20180430,9,22.39
20180430,10,30.17
20180430,11,25.67
20180430,12,23.06
20180430,13,19.49
20180430,14,23.22
20180430,15,15.05
20180430,16,15.71
20180430,17,9.86
20180430,18,8.54
20180430,19,8.38
20180430,20,10.25
20180430,21,15.19
20180430,22,17.43
20180430,23,16.03
20180501,0,6.37
20180501,1,3.34
20180501,2,1.78
20180501,3,1.65
20180501,4,1.92
20180501,5,3.33
20180501,6,5.79
20180501,7,14.68
20180501,8,18.23
20180501,9,18.97
20180501,10,14.81
20180501,11,12.04
20180501,12,14.89
20180501,13,10.74
20180501,14,9.21
20180501,15,9.93
20180501,16,10.93
20180501,17,7.53
20180501,18,8.31
20180501,19,6.18
20180501,20,9.97
20180501,21,28.27
20180501,22,33.08
20180501,23,24.22
20180502,0,30.14
20180502,1,39.84
20180502,2,44.68
20180502,3,34.03
20180502,4,23.32
20180502,5,24.19
20180502,6,34.15
20180502,7,40.15
20180502,8,27.45
20180502,9,23.48
20180502,10,19.51
20180502,11,15.54
20180502,12,11.57
20180502,13,7.61
20180502,14,6.56
20180502,15,6.26
20180502,16,5.87
20180502,17,5.92
20180502,18,7.76
20180502,19,10.3
20180502,20,9.73
20180502,21,12.76
20180502,22,12.89
20180502,23,13.69
20180503,0,10.13
20180503,1,10.94
20180503,2,10.7
20180503,3,11.24
20180503,4,14.23
20180503,5,18.34
20180503,6,31.6
20180503,7,51.9
20180503,8,27.32
20180503,9,14.37
20180503,10,11.97
20180503,11,6.92
20180503,12,5.99
20180503,13,4.77
20180503,14,6.82
20180503,15,6.09
20180503,16,9.01
20180503,17,10.19
20180503,18,9.85
20180503,19,9.32
20180503,20,9.9
20180503,21,20.18
20180503,22,22.64
20180503,23,23.31
20180504,0,21.99
20180504,1,14.05
20180504,2,16.35
20180504,3,16.21
20180504,4,12.42
20180504,5,12.57
20180504,6,31.28
20180504,7,45.16
20180504,8,38.57
20180504,9,28.67
20180504,10,12.17
20180504,11,10.09
20180504,12,9.03
20180504,13,8.19
20180504,14,6.53
20180504,15,7.32
20180504,16,7.76
20180504,17,8.96
20180504,18,8.93
20180504,19,9.86
20180504,20,13.69
20180504,21,25.66
20180504,22,19.42
20180504,23,18.74
20180505,0,13.77
20180505,1,11.83
20180505,2,10.58
20180505,3,10.56
20180505,4,11.05
20180505,5,12.04
20180505,6,14.91
20180505,7,15.02
20180505,8,14.05
20180505,9,13.14
20180505,10,11.4
20180505,11,8.07
20180505,12,6.64
20180505,13,5.67
20180505,14,7.1
20180505,15,6.77
20180505,16,6.68
20180505,17,6.61
20180505,18,6.96
20180505,19,7.32
20180505,20,11.71
20180505,21,21.77
20180505,22,22.53
20180505,23,20.15
20180506,0,19.27
20180506,1,16.35
20180506,2,13.25
20180506,3,12.69
20180506,4,12.32
20180506,5,12.35
20180506,6,11.58
20180506,7,12.19
20180506,8,9.65
20180506,9,11.1
20180506,10,10.37
20180506,11,7.96
20180506,12,7.12
20180506,13,3.51
20180506,14,5.26
20180506,15,5.7
20180506,16,5.45
20180506,17,6.11
20180506,18,5.6
20180506,19,6.33
20180506,20,10.93
20180506,21,17.62
20180506,22,19.4
20180506,23,17.04
20180507,0,15.84
20180507,1,10.2
20180507,2,8.59
20180507,3,11.89
20180507,4,16.53
20180507,5,19.46
20180507,6,41.2
20180507,7,50.47
20180507,8,34.15
20180507,9,21.7
20180507,10,15.25
20180507,11,18.6
20180507,12,10.84
20180507,13,11.45
20180507,14,5.41
20180507,15,7.25
20180507,16,10.13
20180507,17,11.05
20180507,18,9.78
20180507,19,12.6
20180507,20,15.04
20180507,21,42.35
20180507,22,47.52
20180507,23,52.69
20180508,0,36.09
20180508,1,14.57
20180508,2,12.29
20180508,3,14.32
20180508,4,12.75
20180508,5,15.59
20180508,6,24.84
20180508,7,46.81
20180508,8,36.52
20180508,9,25.76
20180508,10,28.96
20180508,11,27.0
20180508,12,25.91
20180508,13,10.97
20180508,14,5.93
20180508,15,7.89
20180508,16,7.32
20180508,17,8.49
20180508,18,10.01
20180508,19,13.26
20180508,20,26.07
20180508,21,55.69
20180508,22,55.49
20180508,23,39.28
20180509,0,20.91
20180509,1,18.16
20180509,2,16.74
20180509,3,16.9
20180509,4,18.3
20180509,5,25.1
20180509,6,39.39
20180509,7,68.12
20180509,8,49.7
20180509,9,38.25
20180509,10,26.98
20180509,11,30.92
20180509,12,30.85
20180509,13,31.21
20180509,14,23.82
20180509,15,18.99
20180509,16,13.51
20180509,17,13.84
20180509,18,16.64
20180509,19,27.69
20180509,20,26.12
20180509,21,28.02
20180509,22,36.19
20180509,23,44.68
20180510,0,33.26
20180510,1,14.0
20180510,2,11.74
20180510,3,16.02
20180510,4,18.07
20180510,5,20.29
20180510,6,21.66
20180510,7,17.62
20180510,8,15.66
20180510,9,13.9
20180510,10,12.3
20180510,11,16.14
20180510,12,13.7
20180510,13,11.49
20180510,14,7.05
20180510,15,3.9
20180510,16,4.89
20180510,17,4.16
20180510,18,5.43
20180510,19,2.9
20180510,20,7.13
20180510,21,10.27
20180510,22,13.01
20180510,23,14.38
20180511,0,17.31
20180511,1,19.26
20180511,2,13.23
20180511,3,11.73
20180511,4,14.05
20180511,5,15.42
20180511,6,24.46
20180511,7,33.62
20180511,8,12.2
20180511,9,8.09
20180511,10,4.72
20180511,11,4.77
20180511,12,3.88
20180511,13,4.07
20180511,14,5.03
20180511,15,4.93
20180511,16,5.69
20180511,17,7.65
20180511,18,11.96
20180511,19,17.6
20180511,20,22.66
20180511,21,32.97
20180511,22,31.79
20180511,23,22.81
20180512,0,18.18
20180512,1,15.25
20180512,2,15.81
20180512,3,19.37
20180512,4,17.31
20180512,5,19.21
20180512,6,22.9
20180512,7,24.96
20180512,8,29.1
20180512,9,27.17
20180512,10,23.16
20180512,11,17.61
20180512,12,10.37
20180512,13,6.49
20180512,14,5.26
20180512,15,6.06
20180512,16,7.4
20180512,17,7.96
20180512,18,10.5
20180512,19,12.19
20180512,20,15.49
20180512,21,14.83
20180512,22,16.56
20180512,23,19.07
20180513,0,17.09
20180513,1,9.96
20180513,2,8.98
20180513,3,9.97
20180513,4,11.73
20180513,5,15.51
20180513,6,16.37
20180513,7,29.39
20180513,8,18.63
20180513,9,21.21
20180513,10,16.34
20180513,11,10.03
20180513,12,8.39
20180513,13,10.24
20180513,14,8.52
20180513,15,8.31
20180513,16,8.48
20180513,17,8.63
20180513,18,10.86
20180513,19,12.21
20180513,20,16.01
20180513,21,20.41
20180513,22,17.97
20180513,23,17.96
20180514,0,11.17
20180514,1,6.16
20180514,2,7.68
20180514,3,10.3
20180514,4,6.49
20180514,5,4.61
20180514,6,7.74
20180514,7,13.81
20180514,8,14.98
20180514,9,13.48
20180514,10,13.02
20180514,11,9.72
20180514,12,10.74
20180514,13,11.02
20180514,14,9.92
20180514,15,9.36
20180514,16,8.22
20180514,17,8.03
20180514,18,8.26
20180514,19,8.79
20180514,20,12.44
20180514,21,17.96
20180514,22,14.84
20180514,23,9.39
20180515,0,8.39
20180515,1,10.63
20180515,2,10.92
20180515,3,11.55
20180515,4,11.28
20180515,5,14.03
20180515,6,26.73
20180515,7,31.08
20180515,8,27.46
20180515,9,22.3
20180515,10,14.6
20180515,11,10.38
20180515,12,8.63
20180515,13,8.81
20180515,14,7.33
20180515,15,8.82
20180515,16,8.22
20180515,17,7.61
20180515,18,7.54
20180515,19,8.82
20180515,20,10.31
20180515,21,12.57
20180515,22,11.91
20180515,23,10.57
20180516,0,9.3
20180516,1,7.7
20180516,2,6.54
20180516,3,5.92
20180516,4,6.19
20180516,5,6.97
20180516,6,10.8
20180516,7,16.64
20180516,8,16.85
20180516,9,17.27
20180516,10,13.51
20180516,11,8.63
20180516,12,6.37
20180516,13,5.48
20180516,14,5.17
20180516,15,4.31
20180516,16,4.28
20180516,17,3.53
20180516,18,3.46
20180516,19,2.88
20180516,20,3.1
20180516,21,2.96
20180516,22,3.54
20180516,23,3.87
20180517,0,1.74
20180517,1,2.14
20180517,2,1.25
20180517,3,1.24
20180517,4,1.29
20180517,5,1.67
20180517,6,4.04
20180517,7,6.74
20180517,8,6.62
20180517,9,5.01
