YYYYMMDD,HH,O3
20160101,1,20.24
20160101,2,32.12
20160101,3,29.87
20160101,4,27.62
20160101,5,25.62
20160101,6,30.61
20160101,7,29.89
20160101,8,20.97
20160101,9,4.88
20160101,10,3.8
20160101,11,6.18
20160101,12,10.42
20160101,13,11.42
20160101,14,9.68
20160101,15,9.93
20160101,16,17.11
20160101,17,18.3
20160101,18,14.84
20160101,19,19.47
20160101,20,16.38
20160101,21,11.89
20160101,22,11.67
20160101,23,13.0
20160102,0,22.38
20160102,1,22.83
20160102,2,26.58
20160102,3,29.59
20160102,4,32.95
20160102,5,31.04
20160102,6,30.55
20160102,7,28.17
20160102,8,25.97
20160102,9,24.5
20160102,10,22.73
20160102,11,21.57
20160102,12,18.3
20160102,13,16.7
20160102,14,15.14
20160102,15,13.04
20160102,16,9.97
20160102,17,7.48
20160102,18,5.98
20160102,19,5.27
20160102,20,4.67
20160102,21,4.53
20160102,22,3.16
20160102,23,4.71
20160103,0,8.21
20160103,1,10.56
20160103,2,14.94
20160103,3,19.55
20160103,4,29.7
20160103,5,35.27
20160103,6,42.7
20160103,7,48.54
20160103,8,51.03
20160103,9,52.31
20160103,10,49.98
20160103,11,47.69
20160103,12,44.95
20160103,13,43.91
20160103,14,45.84
20160103,15,48.5
20160103,16,46.65
20160103,17,44.91
20160103,18,46.73
20160103,19,52.28
20160103,20,52.79
20160103,21,51.85
20160103,22,49.69
20160103,23,49.12
20160104,0,53.16
20160104,1,53.09
20160104,2,50.34
20160104,3,51.4
20160104,4,53.23
20160104,5,53.18
20160104,6,51.29
20160104,7,40.01
20160104,8,27.53
20160104,9,15.09
20160104,10,9.92
20160104,11,8.59
20160104,12,8.78
20160104,13,6.54
20160104,14,4.55
20160104,15,5.12
20160104,16,1.86
20160104,17,0.28
20160104,18,0.14
20160104,19,0.25
20160104,20,3.42
20160104,21,12.61
20160104,22,16.87
20160104,23,14.91
20160105,0,20.38
20160105,1,26.13
20160105,2,31.06
20160105,3,32.02
20160105,4,32.99
20160105,5,32.39
20160105,6,31.62
20160105,7,28.36
20160105,8,32.6
20160105,9,37.61
20160105,10,38.09
20160105,11,30.8
20160105,12,28.32
20160105,13,32.77
20160105,14,33.18
20160105,15,25.26
20160105,16,19.18
20160105,17,10.88
20160105,18,10.4
20160105,19,12.5
20160105,20,15.86
20160105,21,20.34
20160105,22,21.76
20160105,23,21.9
20160106,0,18.6
20160106,1,0.37
20160106,2,0.24
20160106,3,0.23
20160106,4,0.28
20160106,5,0.2
20160106,6,0.22
20160106,7,0.19
20160106,8,0.27
20160106,9,0.4
20160106,10,1.04
20160106,11,2.63
20160106,12,3.48
20160106,13,2.78
20160106,14,2.82
20160106,15,3.19
20160106,16,1.29
20160106,17,0.49
20160106,18,0.33
20160106,19,0.35
20160106,20,0.51
20160106,21,0.44
20160106,22,0.41
20160106,23,0.38
20160107,0,0.34
20160107,1,0.09
20160107,2,0.22
20160107,3,0.11
20160107,4,0.15
20160107,5,0.27
20160107,6,0.91
20160107,7,3.96
20160107,8,9.84
20160107,9,10.23
20160107,10,12.97
20160107,11,15.96
20160107,12,16.45
20160107,13,15.28
20160107,14,13.72
20160107,15,17.56
20160107,16,24.45
20160107,17,27.22
20160107,18,16.45
20160107,19,29.34
20160107,20,56.06
20160107,21,58.44
20160107,22,62.13
20160107,23,60.79
20160108,0,60.56
20160108,1,62.62
20160108,2,64.09
20160108,3,63.92
20160108,4,63.8
20160108,5,61.04
20160108,6,59.32
20160108,7,51.97
20160108,8,36.25
20160108,9,23.38
20160108,10,17.3
20160108,11,25.54
20160108,12,28.36
20160108,13,28.36
20160108,14,31.69
20160108,15,31.7
20160108,16,25.81
20160108,17,22.55
20160108,18,3.87
20160108,19,1.07
20160108,20,3.25
20160108,21,5.8
20160108,22,14.03
20160108,23,10.93
20160109,0,8.98
20160109,1,9.76
20160109,2,5.83
20160109,3,7.08
20160109,4,8.34
20160109,5,9.04
20160109,6,16.28
20160109,7,29.25
20160109,8,39.25
20160109,9,38.88
20160109,10,34.96
20160109,11,38.21
20160109,12,40.5
20160109,13,37.21
20160109,14,33.85
20160109,15,28.39
20160109,16,30.75
20160109,17,31.0
20160109,18,31.66
20160109,19,35.77
20160109,20,36.56
20160109,21,40.73
20160109,22,42.19
20160109,23,37.27
20160110,0,32.97
20160110,1,38.53
20160110,2,40.89
20160110,3,43.59
20160110,4,48.33
20160110,5,61.42
20160110,6,67.42
20160110,7,61.95
20160110,8,59.28
20160110,9,57.5
20160110,10,54.11
20160110,11,57.15
20160110,12,58.54
20160110,13,56.48
20160110,14,58.34
20160110,15,56.18
20160110,16,51.16
20160110,17,59.81
20160110,18,63.95
20160110,19,50.79
20160110,20,42.96
20160110,21,43.07
20160110,22,34.37
20160110,23,38.54
20160111,0,60.74
20160111,1,52.85
20160111,2,31.21
20160111,3,34.08
20160111,4,39.47
20160111,5,35.04
20160111,6,35.81
20160111,7,28.35
20160111,8,19.26
20160111,9,12.71
20160111,10,13.2
20160111,11,17.69
20160111,12,19.43
20160111,13,19.02
20160111,14,27.71
20160111,15,28.24
20160111,16,19.48
20160111,17,11.2
20160111,18,5.55
20160111,19,4.92
20160111,20,17.46
20160111,21,40.64
20160111,22,41.8
20160111,23,38.2
20160112,0,36.42
20160112,1,34.26
20160112,2,36.38
20160112,3,38.93
20160112,4,41.09
20160112,5,41.61
20160112,6,38.79
20160112,7,44.76
20160112,8,34.55
20160112,9,16.29
20160112,10,18.57
20160112,11,18.15
20160112,12,32.4
20160112,13,35.07
20160112,14,35.97
20160112,15,37.1
20160112,16,36.23
20160112,17,35.31
20160112,18,37.37
20160112,19,34.18
20160112,20,27.77
20160112,21,38.13
20160112,22,46.63
20160112,23,39.7
20160113,0,34.05
20160113,1,43.43
20160113,2,41.84
20160113,3,40.16
20160113,4,38.48
20160113,5,35.73
20160113,6,43.48
20160113,7,45.97
20160113,8,25.09
20160113,9,31.13
20160113,10,9.11
20160113,11,15.02
20160113,12,18.93
20160113,13,22.84
20160113,14,26.75
20160113,15,30.67
20160113,16,37.18
20160113,17,34.97
20160113,18,22.13
20160113,19,2.69
20160113,20,17.8
20160113,21,34.39
20160113,22,29.44
20160113,23,15.92
20160114,0,15.8
20160114,1,5.41
20160114,2,15.29
20160114,3,20.46
20160114,4,22.88
20160114,5,25.64
20160114,6,26.58
20160114,7,23.62
20160114,8,20.88
20160114,9,25.69
20160114,10,29.94
20160114,11,24.67
20160114,12,23.49
20160114,13,32.29
20160114,14,35.17
20160114,15,34.07
20160114,16,32.87
20160114,17,41.3
20160114,18,35.31
20160114,19,21.71
20160114,20,18.44
20160114,21,41.07
20160114,22,51.67
20160114,23,49.92
20160115,0,46.14
20160115,1,41.6
20160115,2,37.68
20160115,3,46.42
20160115,4,48.92
20160115,5,50.12
20160115,6,50.28
20160115,7,39.73
20160115,8,19.27
20160115,9,6.36
20160115,10,3.02
20160115,11,16.28
20160115,12,30.47
20160115,13,27.38
20160115,14,18.54
20160115,15,17.01
20160115,16,22.63
20160115,17,22.78
20160115,18,18.14
20160115,19,16.73
20160115,20,11.54
20160115,21,7.54
20160115,22,17.06
20160115,23,9.91
20160116,0,-0.4
20160116,1,-0.35
20160116,2,-0.28
20160116,3,5.5
20160116,4,26.19
20160116,5,38.39
20160116,6,44.09
20160116,7,47.24
20160116,8,56.26
20160116,9,65.02
20160116,10,66.27
20160116,11,67.82
20160116,12,67.66
20160116,13,62.95
20160116,14,66.15
20160116,15,63.75
20160116,16,63.52
20160116,17,63.89
20160116,18,49.82
20160116,19,41.98
20160116,20,56.41
20160116,21,59.74
20160116,22,55.74
20160116,23,56.49
20160117,0,60.89
20160117,1,54.69
20160117,2,61.77
20160117,3,64.42
20160117,4,67.08
20160117,5,66.66
20160117,6,62.81
20160117,7,64.26
20160117,8,53.56
20160117,9,45.71
20160117,10,34.31
20160117,11,41.96
20160117,12,46.41
20160117,13,56.75
20160117,14,59.43
20160117,15,60.76
20160117,16,60.97
20160117,17,53.04
20160117,18,28.01
20160117,19,10.85
20160117,20,7.81
20160117,21,6.59
20160117,22,6.38
20160117,23,7.41
20160118,0,5.08
20160118,1,5.36
20160118,2,5.76
20160118,3,8.91
20160118,4,9.26
20160118,5,5.7
20160118,6,2.39
20160118,7,0.85
20160118,8,0.91
20160118,9,1.08
20160118,10,4.03
20160118,11,11.4
20160118,12,22.3
20160118,13,27.06
20160118,14,28.28
20160118,15,29.38
20160118,16,21.21
20160118,17,8.43
20160118,18,2.06
20160118,19,2.42
20160118,20,1.61
20160118,21,1.46
20160118,22,1.43
20160118,23,1.35
20160119,0,1.24
20160119,1,0.95
20160119,2,1.05
20160119,3,1.34
20160119,4,1.37
20160119,5,0.85
20160119,6,0.68
20160119,7,0.68
20160119,8,0.74
20160119,9,1.09
20160119,10,1.91
20160119,11,2.99
20160119,12,4.44
20160119,13,12.03
20160119,14,4.65
20160119,15,4.57
20160119,16,4.99
20160119,17,2.51
20160119,18,1.14
20160119,19,1.02
20160119,20,1.13
20160119,21,1.03
20160119,22,1.07
20160119,23,1.03
20160120,0,0.96
20160120,1,0.9
20160120,2,0.76
20160120,3,0.72
20160120,4,0.6
20160120,5,0.58
20160120,6,0.53
20160120,7,0.5
20160120,8,0.55
20160120,9,0.67
20160120,10,2.03
20160120,11,3.1
20160120,12,4.32
20160120,13,5.3
20160120,14,19.01
20160120,15,42.61
20160120,16,13.53
20160120,17,2.85
20160120,18,0.9
20160120,19,0.8
20160120,20,1.27
20160120,21,1.12
20160120,22,1.29
20160120,23,1.06
20160121,0,1.29
20160121,1,1.26
20160121,2,1.17
20160121,3,0.9
20160121,4,0.64
20160121,5,0.53
20160121,6,0.43
20160121,7,0.3
20160121,8,0.34
20160121,9,0.6
20160121,10,2.76
20160121,11,4.93
20160121,12,4.24
20160121,13,7.51
20160121,14,9.43
20160121,15,9.79
20160121,16,6.44
20160121,17,3.49
20160121,18,0.69
20160121,19,1.28
20160121,20,1.83
20160121,21,1.55
20160121,22,1.18
20160121,23,0.79
20160122,0,0.48
20160122,1,0.5
20160122,2,0.54
20160122,3,0.54
20160122,4,0.59
20160122,5,0.54
20160122,6,0.45
20160122,7,0.4
20160122,8,0.38
20160122,9,0.83
20160122,10,4.7
20160122,11,9.09
20160122,12,12.54
20160122,13,13.31
20160122,14,11.46
20160122,15,9.6
20160122,16,8.07
20160122,17,5.84
20160122,18,1.75
20160122,19,0.84
20160122,20,1.89
20160122,21,7.5
20160122,22,10.06
20160122,23,8.39
20160123,0,9.29
20160123,1,7.74
20160123,2,5.83
20160123,3,4.96
20160123,4,5.71
20160123,5,8.23
20160123,6,9.69
20160123,7,11.56
20160123,8,7.41
20160123,9,10.51
20160123,10,10.79
20160123,11,13.47
20160123,12,17.29
20160123,13,22.21
20160123,14,23.64
20160123,15,16.89
20160123,16,23.11
20160123,17,17.34
20160123,18,11.58
20160123,19,22.56
20160123,20,26.74
20160123,21,36.63
20160123,22,19.71
20160123,23,30.75
20160124,0,39.43
20160124,1,33.11
20160124,2,35.62
20160124,3,37.29
20160124,4,37.96
20160124,5,37.56
20160124,6,38.25
20160124,7,38.69
20160124,8,39.34
20160124,9,37.08
20160124,10,35.74
20160124,11,34.34
20160124,12,32.3
20160124,13,26.59
20160124,14,21.92
20160124,15,18.09
20160124,16,14.3
20160124,17,11.46
20160124,18,10.51
20160124,19,11.55
20160124,20,10.92
20160124,21,9.33
20160124,22,8.79
20160124,23,8.75
20160125,0,8.24
20160125,1,6.96
20160125,2,5.88
20160125,3,3.3
20160125,4,0.71
20160125,5,0.26
20160125,6,0.36
20160125,7,0.22
20160125,8,0.05
20160125,9,0.39
20160125,10,1.02
20160125,11,4.43
20160125,12,15.28
20160125,13,22.35
20160125,14,28.81
20160125,15,28.94
20160125,16,28.25
20160125,17,22.02
20160125,18,7.55
20160125,19,10.76
20160125,20,18.01
20160125,21,18.45
20160125,22,16.63
20160125,23,17.84
20160126,0,21.47
20160126,1,26.24
20160126,2,39.59
20160126,3,50.2
20160126,4,43.13
20160126,5,44.96
20160126,6,47.04
20160126,7,34.09
20160126,8,21.1
20160126,9,10.51
20160126,10,17.92
20160126,11,27.81
20160126,12,33.39
20160126,13,35.41
20160126,14,45.6
20160126,15,45.63
20160126,16,40.83
20160126,17,47.07
20160126,18,44.97
20160126,19,46.97
20160126,20,51.65
20160126,21,53.72
20160126,22,51.25
20160126,23,50.65
20160127,0,54.95
20160127,1,57.96
20160127,2,60.84
20160127,3,62.46
20160127,4,59.93
20160127,5,60.95
20160127,6,60.35
20160127,7,57.26
20160127,8,52.36
20160127,9,43.13
20160127,10,39.32
20160127,11,46.66
20160127,12,48.68
20160127,13,49.46
20160127,14,48.96
20160127,15,49.56
20160127,16,48.0
20160127,17,46.97
20160127,18,38.98
20160127,19,38.53
20160127,20,40.49
20160127,21,43.07
20160127,22,43.85
20160127,23,44.35
20160128,0,50.13
20160128,1,57.63
20160128,2,59.28
20160128,3,59.6
20160128,4,56.59
20160128,5,61.73
20160128,6,62.1
20160128,7,52.15
20160128,8,38.27
20160128,9,25.73
20160128,10,21.48
20160128,11,26.78
20160128,12,42.23
20160128,13,58.25
20160128,14,59.62
20160128,15,59.11
20160128,16,55.85
20160128,17,50.67
20160128,18,42.12
20160128,19,28.62
20160128,20,28.18
20160128,21,24.43
20160128,22,26.48
20160128,23,31.46
20160129,0,37.37
20160129,1,43.39
20160129,2,48.52
20160129,3,52.36
20160129,4,56.19
20160129,5,56.86
20160129,6,57.37
20160129,7,55.07
20160129,8,49.98
20160129,9,47.45
20160129,10,46.85
20160129,11,49.83
20160129,12,49.78
20160129,13,47.57
20160129,14,47.74
20160129,15,46.47
20160129,16,48.71
20160129,17,46.93
20160129,18,43.88
20160129,19,43.18
20160129,20,44.19
20160129,21,47.32
20160129,22,50.35
20160129,23,49.92
20160130,0,51.64
20160130,1,51.87
20160130,2,55.14
20160130,3,57.26
20160130,4,59.07
20160130,5,61.34
20160130,6,62.78
20160130,7,63.29
20160130,8,63.51
20160130,9,60.24
20160130,10,62.95
20160130,11,66.09
20160130,12,63.35
20160130,13,62.93
20160130,14,54.6
20160130,15,59.4
20160130,16,56.48
20160130,17,57.05
20160130,18,59.91
20160130,19,54.71
20160130,20,61.44
20160130,21,61.48
20160130,22,57.72
20160130,23,65.24
20160131,0,64.84
20160131,1,64.33
20160131,2,65.43
20160131,3,65.19
20160131,4,63.93
20160131,5,63.8
20160131,6,61.95
20160131,7,54.35
20160131,8,51.53
20160131,9,48.03
20160131,10,47.6
20160131,11,44.28
20160131,12,50.53
20160131,13,59.93
20160131,14,53.73
20160131,15,47.32
20160131,16,52.58
20160131,17,41.97
20160131,18,29.06
20160131,19,33.45
20160131,20,37.11
20160131,21,39.23
20160131,22,42.72
20160131,23,46.41
20160201,0,38.1
20160201,1,43.42
20160201,2,48.16
20160201,3,49.79
20160201,4,48.56
20160201,5,49.21
20160201,6,50.72
20160201,7,49.41
20160201,8,36.41
20160201,9,42.18
20160201,10,46.08
20160201,11,52.75
20160201,12,59.41
20160201,13,69.2
20160201,14,70.47
20160201,15,68.55
20160201,16,65.95
20160201,17,66.71
20160201,18,65.37
20160201,19,63.54
20160201,20,64.75
20160201,21,67.14
20160201,22,69.25
20160201,23,70.07
20160202,0,71.02
20160202,1,70.62
20160202,2,66.92
20160202,3,66.54
20160202,4,66.17
20160202,5,65.88
20160202,6,66.28
20160202,7,60.78
20160202,8,54.01
20160202,9,47.68
20160202,10,52.32
20160202,11,54.68
20160202,12,61.22
20160202,13,57.42
20160202,14,71.18
20160202,15,59.17
20160202,16,64.85
20160202,17,60.85
20160202,18,55.75
20160202,19,53.17
20160202,20,64.78
20160202,21,67.55
20160202,22,68.34
20160202,23,66.78
20160203,0,61.78
20160203,1,62.41
20160203,2,63.19
20160203,3,55.84
20160203,4,52.75
20160203,5,51.07
20160203,6,46.77
20160203,7,47.25
20160203,8,38.92
20160203,9,30.33
20160203,10,41.72
20160203,11,55.08
20160203,12,62.82
20160203,13,61.22
20160203,14,57.94
20160203,15,58.3
20160203,16,55.72
20160203,17,51.64
20160203,18,43.19
20160203,19,51.97
20160203,20,50.51
20160203,21,42.58
20160203,22,43.44
20160203,23,43.17
20160204,0,47.58
20160204,1,51.93
20160204,2,40.43
20160204,3,39.41
20160204,4,31.73
20160204,5,24.02
20160204,6,25.3
20160204,7,19.89
20160204,8,19.05
20160204,9,18.07
20160204,10,30.53
20160204,11,33.85
20160204,12,37.14
20160204,13,27.56
20160204,14,37.77
20160204,15,41.52
20160204,16,39.53
20160204,17,39.69
20160204,18,27.08
20160204,19,32.24
20160204,20,38.48
20160204,21,51.79
20160204,22,39.42
20160204,23,24.6
20160205,0,25.07
20160205,1,18.33
20160205,2,24.86
20160205,3,22.39
20160205,4,22.91
20160205,5,34.11
20160205,6,24.16
20160205,7,13.68
20160205,8,2.16
20160205,9,5.65
20160205,10,15.49
20160205,11,26.02
20160205,12,33.66
20160205,13,36.05
20160205,14,38.87
20160205,15,49.84
20160205,16,40.73
20160205,17,43.29
20160205,18,42.97
20160205,19,31.72
20160205,20,39.18
20160205,21,26.96
20160205,22,21.7
20160205,23,25.0
20160206,0,33.28
20160206,1,34.47
20160206,2,40.58
20160206,3,43.86
20160206,4,47.14
20160206,5,41.04
20160206,6,43.98
20160206,7,42.01
20160206,8,37.6
20160206,9,32.72
20160206,10,33.16
20160206,11,38.59
20160206,12,39.67
20160206,13,46.01
20160206,14,58.47
20160206,15,56.25
20160206,16,51.6
20160206,17,54.71
20160206,18,55.27
20160206,19,49.96
20160206,20,53.65
20160206,21,55.14
20160206,22,52.47
20160206,23,46.69
20160207,0,51.17
20160207,1,51.8
20160207,2,58.11
20160207,3,61.99
20160207,4,62.46
20160207,5,63.16
20160207,6,63.28
20160207,7,64.95
20160207,8,73.82
20160207,9,69.12
20160207,10,66.72
20160207,11,67.74
20160207,12,65.39
20160207,13,65.98
20160207,14,65.84
20160207,15,65.21
20160207,16,63.36
20160207,17,61.63
20160207,18,59.56
20160207,19,58.11
20160207,20,56.59
20160207,21,60.6
20160207,22,59.82
20160207,23,61.15
20160208,0,60.46
20160208,1,60.85
20160208,2,65.9
20160208,3,67.18
20160208,4,67.47
20160208,5,66.83
20160208,6,70.11
20160208,7,60.88
20160208,8,71.39
20160208,9,70.49
20160208,10,68.66
20160208,11,74.57
20160208,12,73.76
20160208,13,73.39
20160208,14,70.94
20160208,15,68.99
20160208,16,70.03
20160208,17,67.66
20160208,18,65.71
20160208,19,68.67
20160208,20,72.08
20160208,21,70.11
20160208,22,68.67
20160208,23,67.47
20160209,0,67.95
20160209,1,68.9
20160209,2,70.78
20160209,3,72.21
20160209,4,73.76
20160209,5,70.66
20160209,6,71.96
20160209,7,66.17
20160209,8,59.02
20160209,9,48.6
20160209,10,41.84
20160209,11,38.2
20160209,12,40.81
20160209,13,54.33
20160209,14,56.46
20160209,15,57.4
20160209,16,67.82
20160209,17,60.81
20160209,18,44.43
20160209,19,58.95
20160209,20,51.38
20160209,21,51.27
20160209,22,47.54
20160209,23,41.13
20160210,0,46.64
20160210,1,62.55
20160210,2,50.99
20160210,3,57.96
20160210,4,64.92
20160210,5,64.42
20160210,6,58.31
20160210,7,44.69
20160210,8,26.39
20160210,9,12.48
20160210,10,23.65
20160210,11,37.22
20160210,12,43.01
20160210,13,44.86
20160210,14,52.49
20160210,15,44.2
20160210,16,47.68
20160210,17,50.97
20160210,18,49.91
20160210,19,52.08
20160210,20,52.16
20160210,21,52.68
20160210,22,57.75
20160210,23,62.64
20160211,0,57.89
20160211,1,54.83
20160211,2,34.34
20160211,3,25.68
20160211,4,36.23
20160211,5,28.41
20160211,6,18.94
20160211,7,7.08
20160211,8,4.43
20160211,9,5.75
20160211,10,12.95
20160211,11,19.93
20160211,12,28.55
20160211,13,46.28
20160211,14,56.27
20160211,15,56.85
20160211,16,59.05
20160211,17,57.31
20160211,18,47.09
20160211,19,25.89
20160211,20,3.44
20160211,21,1.63
20160211,22,1.24
20160211,23,2.18
20160212,0,4.43
20160212,1,0.49
20160212,2,0.14
20160212,3,0.23
20160212,4,1.44
20160212,5,2.3
20160212,6,6.7
20160212,7,9.05
20160212,8,7.31
20160212,9,6.91
20160212,10,10.87
20160212,11,20.46
20160212,12,27.83
20160212,13,32.43
20160212,14,33.86
20160212,15,42.2
20160212,16,42.31
20160212,17,33.99
20160212,18,15.62
20160212,19,7.56
20160212,20,1.16
20160212,21,0.6
20160212,22,1.25
20160212,23,0.76
20160213,0,1.81
20160213,1,8.62
20160213,2,8.6
20160213,3,6.11
20160213,4,14.08
20160213,5,13.03
20160213,6,12.22
20160213,7,13.13
20160213,8,8.07
20160213,9,10.64
20160213,10,16.75
20160213,11,22.0
20160213,12,28.34
20160213,13,28.38
20160213,14,30.2
20160213,15,29.12
20160213,16,26.04
20160213,17,20.86
20160213,18,17.51
20160213,19,19.91
20160213,20,22.37
20160213,21,24.38
20160213,22,26.69
20160213,23,33.82
20160214,0,30.58
20160214,1,32.4
20160214,2,32.61
20160214,3,32.8
20160214,4,32.98
20160214,5,33.16
20160214,6,33.35
20160214,7,38.04
20160214,8,40.69
20160214,9,39.93
20160214,10,41.95
20160214,11,41.48
20160214,12,38.44
20160214,13,35.54
20160214,14,37.64
20160214,15,38.53
20160214,16,40.32
20160214,17,38.22
20160214,18,45.49
20160214,19,53.52
20160214,20,60.88
20160214,21,63.94
20160214,22,66.14
20160214,23,63.43
20160215,0,63.71
20160215,1,66.04
20160215,2,67.02
20160215,3,67.63
20160215,4,68.08
20160215,5,63.7
20160215,6,63.95
20160215,7,59.96
20160215,8,52.23
20160215,9,45.48
20160215,10,50.51
20160215,11,59.14
20160215,12,62.27
20160215,13,62.27
20160215,14,61.13
20160215,15,62.91
20160215,16,59.6
20160215,17,58.77
20160215,18,49.67
20160215,19,38.4
20160215,20,24.14
20160215,21,12.74
20160215,22,4.87
20160215,23,1.8
20160216,0,8.2
20160216,1,1.18
20160216,2,2.26
20160216,3,2.86
20160216,4,6.19
20160216,5,1.9
20160216,6,-0.06
20160216,7,0.03
20160216,8,0.67
20160216,9,1.17
20160216,10,1.98
20160216,11,7.18
20160216,12,33.28
20160216,13,51.17
20160216,14,54.64
20160216,15,50.27
20160216,16,51.46
20160216,17,47.92
20160216,18,28.34
20160216,19,4.53
20160216,20,2.73
20160216,21,5.67
20160216,22,1.58
20160216,23,2.01
20160217,0,5.18
20160217,1,0.99
20160217,2,3.46
20160217,3,5.27
20160217,4,1.33
20160217,5,0.75
20160217,6,0.31
20160217,7,0.04
20160217,8,0.23
20160217,9,3.5
20160217,10,9.9
20160217,11,17.56
20160217,12,24.33
20160217,13,25.46
20160217,14,28.94
20160217,15,28.93
20160217,16,27.23
20160217,17,24.08
20160217,18,13.27
20160217,19,2.35
20160217,20,1.5
20160217,21,1.73
20160217,22,1.68
20160217,23,1.26
20160218,0,0.7
20160218,1,0.63
20160218,2,0.71
20160218,3,1.54
20160218,4,2.37
20160218,5,1.44
20160218,6,4.07
20160218,7,2.35
20160218,8,0.68
20160218,9,4.65
20160218,10,13.21
20160218,11,19.98
20160218,12,20.38
20160218,13,25.45
20160218,14,22.32
20160218,15,16.58
20160218,16,14.87
20160218,17,8.14
20160218,18,4.85
20160218,19,5.19
20160218,20,7.12
20160218,21,8.39
20160218,22,10.85
20160218,23,5.06
20160219,0,4.64
20160219,1,4.66
20160219,2,6.36
20160219,3,4.37
20160219,4,1.5
20160219,5,0.28
20160219,6,0.19
20160219,7,0.44
20160219,8,0.53
20160219,9,1.63
20160219,10,4.0
20160219,11,5.95
20160219,12,9.23
20160219,13,12.27
20160219,14,43.18
20160219,15,47.8
20160219,16,51.5
20160219,17,47.17
20160219,18,48.07
20160219,19,30.79
20160219,20,13.62
20160219,21,31.65
20160219,22,34.44
20160219,23,35.43
20160220,0,42.67
20160220,1,42.23
20160220,2,45.37
20160220,3,50.35
20160220,4,55.54
20160220,5,56.8
20160220,6,55.36
20160220,7,53.89
20160220,8,53.25
20160220,9,49.83
20160220,10,45.83
20160220,11,37.95
20160220,12,45.12
20160220,13,52.25
20160220,14,52.71
20160220,15,56.67
20160220,16,63.31
20160220,17,60.64
20160220,18,49.72
20160220,19,56.65
20160220,20,60.12
20160220,21,57.57
20160220,22,56.18
20160220,23,55.9
20160221,0,60.29
20160221,1,61.88
20160221,2,66.24
20160221,3,58.55
20160221,4,59.45
20160221,5,62.94
20160221,6,67.19
20160221,7,59.39
20160221,8,54.28
20160221,9,55.91
20160221,10,60.26
20160221,11,61.66
20160221,12,61.05
20160221,13,62.02
20160221,14,63.14
20160221,15,65.61
20160221,16,66.64
20160221,17,66.67
20160221,18,65.59
20160221,19,65.87
20160221,20,64.23
20160221,21,64.16
20160221,22,62.96
20160221,23,63.01
20160222,0,63.98
20160222,1,64.61
20160222,2,64.09
20160222,3,64.28
20160222,4,64.46
20160222,5,64.32
20160222,6,64.0
20160222,7,55.28
20160222,8,59.94
20160222,9,53.49
20160222,10,48.51
20160222,11,59.94
20160222,12,62.99
20160222,13,71.24
20160222,14,64.93
20160222,15,52.86
20160222,16,56.12
20160222,17,58.91
20160222,18,57.97
20160222,19,53.86
20160222,20,38.95
20160222,21,34.24
20160222,22,22.18
20160222,23,21.32
20160223,0,25.51
20160223,1,27.23
20160223,2,23.93
20160223,3,34.2
20160223,4,30.11
20160223,5,38.64
20160223,6,29.65
20160223,7,21.01
20160223,8,1.3
20160223,9,3.47
20160223,10,18.51
20160223,11,56.89
20160223,12,44.28
20160223,13,54.0
20160223,14,61.8
20160223,15,64.12
20160223,16,66.99
20160223,17,60.39
20160223,18,59.88
20160223,19,52.19
20160223,20,45.34
20160223,21,41.84
20160223,22,52.07
20160223,23,51.59
20160224,0,42.72
20160224,1,27.52
20160224,2,56.6
20160224,3,54.82
20160224,4,48.1
20160224,5,60.67
20160224,6,54.61
20160224,7,41.74
20160224,8,16.7
20160224,9,25.59
20160224,10,32.8
20160224,11,44.64
20160224,12,44.92
20160224,13,60.08
20160224,14,61.94
20160224,15,67.42
20160224,16,65.42
20160224,17,60.73
20160224,18,60.25
20160224,19,46.08
20160224,20,31.45
20160224,21,24.49
20160224,22,40.14
20160224,23,47.71
20160225,0,45.33
20160225,1,43.57
20160225,2,51.86
20160225,3,53.05
20160225,4,51.66
20160225,5,38.39
20160225,6,22.06
20160225,7,13.55
20160225,8,5.58
20160225,9,15.57
20160225,10,27.69
20160225,11,33.93
20160225,12,53.91
20160225,13,59.88
20160225,14,65.11
20160225,15,67.39
20160225,16,68.13
20160225,17,69.57
20160225,18,60.44
20160225,19,50.34
20160225,20,42.2
20160225,21,47.25
20160225,22,9.71
20160225,23,21.12
20160226,0,36.04
20160226,1,44.33
20160226,2,56.32
20160226,3,58.76
20160226,4,61.21
20160226,5,53.05
20160226,6,39.99
20160226,7,20.51
20160226,8,2.13
20160226,9,1.45
20160226,10,2.42
20160226,11,3.33
20160226,12,3.89
20160226,13,6.6
20160226,14,26.58
20160226,15,39.22
20160226,16,42.43
20160226,17,43.16
20160226,18,30.78
20160226,19,4.93
20160226,20,2.51
20160226,21,5.27
20160226,22,2.77
20160226,23,2.16
20160227,0,11.22
20160227,1,21.26
20160227,2,31.28
20160227,3,35.68
20160227,4,36.38
20160227,5,30.31
20160227,6,21.73
20160227,7,20.12
20160227,8,16.88
20160227,9,18.56
20160227,10,27.13
20160227,11,34.48
20160227,12,45.6
20160227,13,61.8
20160227,14,69.74
20160227,15,71.66
20160227,16,71.33
20160227,17,68.91
20160227,18,64.71
20160227,19,61.35
20160227,20,57.03
20160227,21,51.58
20160227,22,42.22
20160227,23,44.45
20160228,0,45.7
20160228,1,38.08
20160228,2,33.89
20160228,3,35.92
20160228,4,35.3
20160228,5,32.41
20160228,6,30.59
