YYYYMMDD,HH,O3
20200130,18,30.58
20200130,19,25.42
20200130,20,21.69
20200130,21,22.33
20200130,22,35.78
20200130,23,44.86
20200131,0,44.15
20200131,1,47.03
20200131,2,49.06
20200131,3,49.95
20200131,4,48.39
20200131,5,44.66
20200131,6,43.98
20200131,7,36.23
20200131,8,28.34
20200131,9,29.12
20200131,10,39.85
20200131,11,46.69
20200131,12,44.53
20200131,13,44.41
20200131,14,47.55
20200131,15,47.99
20200131,16,47.39
20200131,17,47.13
20200131,18,45.69
20200131,19,41.01
20200131,20,35.85
20200131,21,37.15
20200131,22,39.45
20200131,23,43.54
20200201,0,45.66
20200201,1,47.37
20200201,2,46.75
20200201,3,46.88
20200201,4,47.01
20200201,5,44.6
20200201,6,43.75
20200201,7,41.53
20200201,8,42.35
20200201,9,51.49
20200201,10,47.03
20200201,11,44.85
20200201,12,43.98
20200201,13,46.97
20200201,14,59.47
20200201,15,64.29
20200201,16,69.85
20200201,17,68.97
20200201,18,65.18
20200201,19,59.48
20200201,20,54.12
20200201,21,58.98
20200201,22,61.27
20200201,23,66.42
20200202,0,65.72
20200202,1,64.13
20200202,2,63.58
20200202,3,62.99
20200202,4,59.02
20200202,5,56.94
20200202,6,55.54
20200202,7,56.12
20200202,8,51.16
20200202,9,43.19
20200202,10,35.93
20200202,11,39.89
20200202,12,52.54
20200202,13,56.59
20200202,14,52.42
20200202,15,45.17
20200202,16,54.84
20200202,17,49.87
20200202,18,58.99
20200202,19,55.25
20200202,20,52.54
20200202,21,47.09
20200202,22,49.95
20200202,23,54.99
20200203,0,53.71
20200203,1,53.67
20200203,2,50.7
20200203,3,49.35
20200203,4,53.81
20200203,5,60.15
20200203,6,61.8
20200203,7,59.21
20200203,8,55.47
20200203,9,55.57
20200203,10,50.96
20200203,11,51.17
20200203,12,61.62
20200203,13,61.98
20200203,14,60.52
20200203,15,59.86
20200203,16,58.07
20200203,17,48.28
20200203,18,46.16
20200203,19,40.72
20200203,20,37.11
20200203,21,55.66
20200203,22,51.68
20200203,23,45.06
20200204,0,45.96
20200204,1,59.91
20200204,2,62.67
20200204,3,62.77
20200204,4,62.61
20200204,5,63.02
20200204,6,60.75
20200204,7,60.03
20200204,8,53.31
20200204,9,57.83
20200204,10,62.01
20200204,11,65.4
20200204,12,64.31
20200204,13,66.47
20200204,14,65.07
20200204,15,63.65
20200204,16,57.94
20200204,17,55.97
20200204,18,44.42
20200204,19,38.42
20200204,20,46.28
20200204,21,30.23
20200204,22,27.47
20200204,23,30.01
20200205,0,33.93
20200205,1,42.53
20200205,2,44.56
20200205,3,44.68
20200205,4,44.81
20200205,5,62.77
20200205,6,61.27
20200205,7,42.67
20200205,8,11.0
20200205,9,1.25
20200205,10,4.11
20200205,11,12.38
20200205,12,35.84
20200205,13,60.55
20200205,14,62.12
20200205,15,61.47
20200205,16,56.18
20200205,17,55.63
20200205,18,51.24
20200205,19,42.2
20200205,20,35.02
20200205,21,37.53
20200205,22,29.11
20200205,23,26.75
20200206,0,26.53
20200206,1,33.04
20200206,2,33.53
20200206,3,36.82
20200206,4,37.02
20200206,5,35.54
20200206,6,30.58
20200206,7,14.0
20200206,8,2.62
20200206,9,2.06
20200206,10,3.44
20200206,11,9.14
20200206,12,16.21
20200206,13,31.41
20200206,14,39.39
20200206,15,51.39
20200206,16,57.01
20200206,17,52.12
20200206,18,41.03
20200206,19,25.59
20200206,20,6.94
20200206,21,1.53
20200206,22,1.57
20200206,23,1.25
20200207,0,1.8
20200207,1,1.87
20200207,2,0.81
20200207,3,0.87
20200207,4,1.28
20200207,5,3.81
20200207,6,7.1
20200207,7,7.62
20200207,8,4.19
20200207,9,6.0
20200207,10,16.05
20200207,11,24.3
20200207,12,29.55
20200207,13,30.76
20200207,14,30.13
20200207,15,30.07
20200207,16,31.89
20200207,17,24.35
20200207,18,18.38
20200207,19,10.32
20200207,20,10.16
20200207,21,10.04
20200207,22,9.32
20200207,23,13.53
20200208,0,15.84
20200208,1,17.3
20200208,2,16.53
20200208,3,15.67
20200208,4,15.87
20200208,5,15.85
20200208,6,17.13
20200208,7,18.72
20200208,8,19.27
20200208,9,20.33
20200208,10,20.33
20200208,11,22.68
20200208,12,27.34
20200208,13,29.11
20200208,14,33.07
20200208,15,29.82
20200208,16,31.38
20200208,17,43.25
20200208,18,32.46
20200208,19,20.22
20200208,20,22.7
20200208,21,25.43
20200208,22,25.25
20200208,23,22.71
20200209,0,23.89
20200209,1,35.8
20200209,2,43.2
20200209,3,47.4
20200209,4,51.61
20200209,5,51.04
20200209,6,56.86
20200209,7,60.45
20200209,8,61.07
20200209,9,60.94
20200209,10,62.41
20200209,11,63.93
20200209,12,63.7
20200209,13,63.83
20200209,14,63.97
20200209,15,63.87
20200209,16,64.27
20200209,17,63.31
20200209,18,61.09
20200209,19,56.02
20200209,20,54.02
20200209,21,54.79
20200209,22,73.9
20200209,23,72.24
20200210,0,69.24
20200210,1,71.51
20200210,2,68.76
20200210,3,64.34
20200210,4,64.46
20200210,5,62.47
20200210,6,61.75
20200210,7,62.31
20200210,8,62.93
20200210,9,64.72
20200210,10,66.23
20200210,11,67.83
20200210,12,69.55
20200210,13,69.67
20200210,14,70.57
20200210,15,71.12
20200210,16,66.73
20200210,17,66.0
20200210,18,61.59
20200210,19,61.16
20200210,20,64.14
20200210,21,68.59
20200210,22,65.33
20200210,23,65.77
20200211,0,66.19
20200211,1,69.73
20200211,2,72.25
20200211,3,73.37
20200211,4,74.41
20200211,5,73.38
20200211,6,72.23
20200211,7,68.77
20200211,8,65.79
20200211,9,65.46
20200211,10,66.78
20200211,11,68.88
20200211,12,69.59
20200211,13,70.62
20200211,14,70.32
20200211,15,68.79
20200211,16,69.09
20200211,17,66.79
20200211,18,64.23
20200211,19,59.21
20200211,20,66.08
20200211,21,62.96
20200211,22,69.06
20200211,23,68.19
20200212,0,67.06
20200212,1,68.18
20200212,2,69.49
20200212,3,70.29
20200212,4,68.55
20200212,5,67.77
20200212,6,68.31
20200212,7,62.61
20200212,8,58.61
20200212,9,59.45
20200212,10,59.21
20200212,11,61.27
20200212,12,59.55
20200212,13,63.2
20200212,14,63.1
20200212,15,64.1
20200212,16,61.31
20200212,17,58.98
20200212,18,48.49
20200212,19,48.06
20200212,20,47.62
20200212,21,39.4
20200212,22,40.54
20200212,23,36.09
20200213,0,28.41
20200213,1,31.87
20200213,2,38.04
20200213,3,40.03
20200213,4,42.02
20200213,5,41.91
20200213,6,44.31
20200213,7,38.18
20200213,8,38.8
20200213,9,44.61
20200213,10,52.65
20200213,11,55.01
20200213,12,51.54
20200213,13,48.64
20200213,14,47.62
20200213,15,51.64
20200213,16,47.46
20200213,17,48.71
20200213,18,44.33
20200213,19,59.27
20200213,20,49.23
20200213,21,37.12
20200213,22,32.49
20200213,23,42.98
20200214,0,53.15
20200214,1,50.85
20200214,2,53.3
20200214,3,53.13
20200214,4,56.71
20200214,5,53.57
20200214,6,45.73
20200214,7,41.18
20200214,8,33.52
20200214,9,29.95
20200214,10,34.08
20200214,11,43.24
20200214,12,49.05
20200214,13,55.77
20200214,14,45.45
20200214,15,52.6
20200214,16,49.69
20200214,17,45.23
20200214,18,33.14
20200214,19,31.47
20200214,20,29.43
20200214,21,29.3
20200214,22,34.95
20200214,23,34.89
20200215,0,43.65
20200215,1,43.0
20200215,2,38.57
20200215,3,39.12
20200215,4,43.03
20200215,5,42.99
20200215,6,42.84
20200215,7,44.93
20200215,8,45.11
20200215,9,48.02
20200215,10,48.95
20200215,11,46.18
20200215,12,47.86
20200215,13,51.34
20200215,14,53.61
20200215,15,53.76
20200215,16,56.67
20200215,17,57.45
20200215,18,56.82
20200215,19,57.67
20200215,20,57.14
20200215,21,60.13
20200215,22,60.88
20200215,23,61.14
20200216,0,59.86
20200216,1,57.8
20200216,2,56.23
20200216,3,55.23
20200216,4,56.28
20200216,5,57.3
20200216,6,55.92
20200216,7,53.92
20200216,8,52.7
20200216,9,53.45
20200216,10,54.16
20200216,11,51.89
20200216,12,50.36
20200216,13,50.08
20200216,14,48.84
20200216,15,49.63
20200216,16,48.85
20200216,17,48.77
20200216,18,63.23
20200216,19,72.55
20200216,20,79.42
20200216,21,81.66
20200216,22,80.83
20200216,23,80.45
20200217,0,78.23
20200217,1,79.07
20200217,2,78.41
20200217,3,76.52
20200217,4,74.63
20200217,5,71.01
20200217,6,70.64
20200217,7,63.41
20200217,8,56.98
20200217,9,54.6
20200217,10,55.93
20200217,11,58.11
20200217,12,59.78
20200217,13,61.78
20200217,14,70.44
20200217,15,73.9
20200217,16,70.84
20200217,17,66.99
20200217,18,63.37
20200217,19,62.27
20200217,20,58.19
20200217,21,56.97
20200217,22,58.99
20200217,23,52.84
20200218,0,51.99
20200218,1,52.03
20200218,2,55.67
20200218,3,56.54
20200218,4,54.09
20200218,5,57.24
20200218,6,55.41
20200218,7,46.94
20200218,8,42.44
20200218,9,39.0
20200218,10,39.67
20200218,11,48.08
20200218,12,50.88
20200218,13,53.86
20200218,14,63.96
20200218,15,66.96
20200218,16,67.34
20200218,17,67.35
20200218,18,69.14
20200218,19,64.64
20200218,20,66.88
20200218,21,68.91
20200218,22,67.82
20200218,23,70.93
20200219,0,68.79
20200219,1,71.56
20200219,2,67.49
20200219,3,61.27
20200219,4,61.98
20200219,5,65.03
20200219,6,61.96
20200219,7,56.75
20200219,8,54.5
20200219,9,47.67
20200219,10,48.45
20200219,11,52.63
20200219,12,54.18
20200219,13,57.51
20200219,14,61.37
20200219,15,62.62
20200219,16,59.59
20200219,17,55.76
20200219,18,46.82
20200219,19,45.21
20200219,20,44.83
20200219,21,47.81
20200219,22,48.92
20200219,23,49.58
20200220,0,47.24
20200220,1,47.95
20200220,2,48.44
20200220,3,50.41
20200220,4,51.62
20200220,5,57.12
20200220,6,56.72
20200220,7,56.14
20200220,8,51.21
20200220,9,48.27
20200220,10,53.92
20200220,11,53.44
20200220,12,60.46
20200220,13,62.68
20200220,14,61.8
20200220,15,59.74
20200220,16,60.49
20200220,17,56.76
20200220,18,58.53
20200220,19,62.47
20200220,20,71.7
20200220,21,69.73
20200220,22,67.08
20200220,23,62.84
20200221,0,61.34
20200221,1,59.72
20200221,2,51.95
20200221,3,56.36
20200221,4,60.76
20200221,5,59.58
20200221,6,54.27
20200221,7,39.35
20200221,8,29.33
20200221,9,30.76
20200221,10,35.75
20200221,11,45.38
20200221,12,51.81
20200221,13,50.58
20200221,14,51.25
20200221,15,57.97
20200221,16,57.21
20200221,17,55.38
20200221,18,55.47
20200221,19,57.61
20200221,20,61.52
20200221,21,65.56
20200221,22,65.69
20200221,23,68.13
20200222,0,69.79
20200222,1,67.21
20200222,2,62.26
20200222,3,57.4
20200222,4,56.04
20200222,5,55.73
20200222,6,54.28
20200222,7,55.72
20200222,8,57.05
20200222,9,55.72
20200222,10,53.48
20200222,11,56.25
20200222,12,56.33
20200222,13,54.19
20200222,14,57.59
20200222,15,61.27
20200222,16,61.89
20200222,17,61.79
20200222,18,59.14
20200222,19,58.03
20200222,20,56.81
20200222,21,56.58
20200222,22,58.29
20200222,23,69.1
20200223,0,65.34
20200223,1,64.25
20200223,2,66.04
20200223,3,66.16
20200223,4,62.82
20200223,5,67.12
20200223,6,68.54
20200223,7,70.04
20200223,8,67.8
20200223,9,55.87
20200223,10,55.72
20200223,11,53.49
20200223,12,51.64
20200223,13,50.02
20200223,14,50.0
20200223,15,56.73
20200223,16,68.6
20200223,17,69.31
20200223,18,67.91
20200223,19,68.28
20200223,20,64.85
20200223,21,65.75
20200223,22,69.59
20200223,23,67.18
20200224,0,66.89
20200224,1,62.71
20200224,2,59.68
20200224,3,50.05
20200224,4,53.32
20200224,5,54.46
20200224,6,43.94
20200224,7,24.32
20200224,8,21.65
20200224,9,34.43
20200224,10,37.56
20200224,11,42.41
20200224,12,48.03
20200224,13,42.66
20200224,14,32.82
20200224,15,37.85
20200224,16,43.23
20200224,17,44.38
20200224,18,51.41
20200224,19,53.75
20200224,20,57.98
20200224,21,61.93
20200224,22,63.82
20200224,23,63.98
20200225,0,62.78
20200225,1,63.41
20200225,2,59.91
20200225,3,64.62
20200225,4,69.34
20200225,5,66.25
20200225,6,62.49
20200225,7,54.38
20200225,8,54.12
20200225,9,49.26
20200225,10,55.58
20200225,11,63.05
20200225,12,65.24
20200225,13,69.19
20200225,14,69.98
20200225,15,69.85
20200225,16,63.02
20200225,17,62.68
20200225,18,59.51
20200225,19,48.88
20200225,20,48.64
20200225,21,59.52
20200225,22,56.31
20200225,23,49.51
20200226,0,50.13
20200226,1,66.08
20200226,2,69.94
20200226,3,63.11
20200226,4,58.77
20200226,5,57.14
20200226,6,66.68
20200226,7,53.06
20200226,8,43.07
20200226,9,44.87
20200226,10,35.33
20200226,11,51.02
20200226,12,58.92
20200226,13,64.81
20200226,14,59.74
20200226,15,63.0
20200226,16,59.05
20200226,17,61.92
20200226,18,66.71
20200226,19,63.06
20200226,20,63.17
20200226,21,57.79
20200226,22,44.09
20200226,23,48.34
20200227,0,66.47
20200227,1,57.7
20200227,2,50.74
20200227,3,42.32
20200227,4,53.43
20200227,5,46.23
20200227,6,38.13
20200227,7,24.37
20200227,8,13.6
20200227,9,17.1
20200227,10,23.22
20200227,11,31.28
20200227,12,43.53
20200227,13,47.8
20200227,14,47.09
20200227,15,44.05
20200227,16,45.51
20200227,17,42.21
20200227,18,32.83
20200227,19,28.7
20200227,20,38.49
20200227,21,62.38
20200227,22,57.68
20200227,23,57.8
20200228,0,61.81
20200228,1,64.28
20200228,2,64.27
20200228,3,61.73
20200228,4,55.8
20200228,5,49.42
20200228,6,40.11
20200228,7,29.14
20200228,8,20.83
20200228,9,20.17
20200228,10,26.13
20200228,11,29.69
20200228,12,34.39
20200228,13,40.61
20200228,14,48.13
20200228,15,46.91
20200228,16,50.04
20200228,17,62.94
20200228,18,66.86
20200228,19,65.39
20200228,20,62.74
20200228,21,62.08
20200228,22,57.02
20200228,23,50.34
20200229,0,45.7
20200229,1,42.61
20200229,2,40.55
20200229,3,41.38
20200229,4,42.2
20200229,5,43.88
20200229,6,45.05
20200229,7,50.65
20200229,8,50.37
20200229,9,48.94
20200229,10,48.36
20200229,11,49.43
20200229,12,49.11
20200229,13,50.04
20200229,14,52.92
20200229,15,64.87
20200229,16,78.31
20200229,17,76.0
20200229,18,70.37
20200229,19,72.61
20200229,20,69.81
20200229,21,71.39
20200229,22,72.11
20200229,23,71.15
20200301,0,69.69
20200301,1,68.99
20200301,2,67.66
20200301,3,66.69
20200301,4,67.02
20200301,5,66.13
20200301,6,66.83
20200301,7,70.26
20200301,8,69.57
20200301,9,67.92
20200301,10,68.05
20200301,11,67.93
20200301,12,68.66
20200301,13,70.18
20200301,14,72.42
20200301,15,69.41
20200301,16,69.73
20200301,17,67.15
20200301,18,59.51
20200301,19,54.26
20200301,20,56.68
20200301,21,53.88
20200301,22,53.67
20200301,23,51.25
20200302,0,55.84
20200302,1,55.03
20200302,2,53.68
20200302,3,51.16
20200302,4,49.66
20200302,5,51.85
20200302,6,50.35
20200302,7,44.28
20200302,8,38.51
20200302,9,35.16
20200302,10,40.92
20200302,11,41.09
20200302,12,40.35
20200302,13,42.42
20200302,14,42.27
20200302,15,39.43
20200302,16,48.85
20200302,17,41.91
20200302,18,36.2
20200302,19,14.52
20200302,20,47.7
20200302,21,52.3
20200302,22,64.21
20200302,23,57.74
20200303,0,58.56
20200303,1,52.17
20200303,2,44.29
20200303,3,43.15
20200303,4,41.7
20200303,5,48.57
20200303,6,43.31
20200303,7,26.66
20200303,8,12.44
20200303,9,17.74
20200303,10,28.71
20200303,11,42.64
20200303,12,49.76
20200303,13,62.12
20200303,14,61.04
20200303,15,56.77
20200303,16,57.68
20200303,17,55.91
20200303,18,59.66
20200303,19,62.18
20200303,20,46.4
20200303,21,44.11
20200303,22,57.68
20200303,23,46.69
20200304,0,35.49
20200304,1,44.14
20200304,2,40.08
20200304,3,36.82
20200304,4,33.56
20200304,5,37.19
20200304,6,43.42
20200304,7,26.91
20200304,8,8.26
20200304,9,15.79
20200304,10,38.85
20200304,11,39.17
20200304,12,57.25
20200304,13,68.71
20200304,14,68.32
20200304,15,53.07
20200304,16,55.76
20200304,17,47.8
20200304,18,57.59
20200304,19,38.33
20200304,20,33.42
20200304,21,38.07
20200304,22,37.91
20200304,23,26.07
20200305,0,23.8
20200305,1,27.83
20200305,2,29.45
20200305,3,32.15
20200305,4,33.79
20200305,5,39.01
20200305,6,41.39
20200305,7,32.34
20200305,8,20.93
20200305,9,14.04
20200305,10,20.39
20200305,11,27.67
20200305,12,30.01
20200305,13,32.91
20200305,14,28.64
20200305,15,32.5
20200305,16,36.59
20200305,17,33.9
20200305,18,31.72
20200305,19,33.26
20200305,20,35.76
20200305,21,36.19
20200305,22,35.51
20200305,23,38.24
20200306,0,43.53
20200306,1,47.01
20200306,2,48.15
20200306,3,48.72
20200306,4,48.8
20200306,5,51.53
20200306,6,50.58
20200306,7,42.77
20200306,8,35.55
20200306,9,41.49
20200306,10,49.64
20200306,11,53.0
20200306,12,58.95
20200306,13,56.68
20200306,14,56.5
20200306,15,58.95
20200306,16,58.93
20200306,17,59.19
20200306,18,60.11
20200306,19,58.07
20200306,20,58.94
20200306,21,62.23
20200306,22,59.32
20200306,23,63.21
20200307,0,69.63
20200307,1,57.44
20200307,2,53.51
20200307,3,50.82
20200307,4,50.83
20200307,5,43.74
20200307,6,41.31
20200307,7,42.95
20200307,8,34.41
20200307,9,40.67
20200307,10,54.86
20200307,11,48.09
20200307,12,54.67
20200307,13,59.38
20200307,14,69.86
20200307,15,70.98
20200307,16,63.3
20200307,17,58.83
20200307,18,55.25
20200307,19,53.31
20200307,20,52.68
20200307,21,52.12
20200307,22,53.62
20200307,23,55.2
20200308,0,51.29
20200308,1,48.09
20200308,2,48.03
20200308,3,51.02
20200308,4,54.01
20200308,5,51.64
20200308,6,48.98
20200308,7,48.55
20200308,8,51.05
20200308,9,53.39
20200308,10,58.39
20200308,11,59.22
20200308,12,58.31
20200308,13,58.85
20200308,14,59.26
20200308,15,58.89
20200308,16,58.16
20200308,17,57.09
20200308,18,56.29
20200308,19,52.47
20200308,20,49.67
20200308,21,50.61
20200308,22,60.76
20200308,23,65.94
20200309,0,67.3
20200309,1,65.0
20200309,2,62.26
20200309,3,61.2
20200309,4,60.65
20200309,5,57.87
20200309,6,55.83
20200309,7,52.02
20200309,8,35.59
20200309,9,28.42
20200309,10,36.1
20200309,11,55.13
20200309,12,59.52
20200309,13,56.34
20200309,14,60.68
20200309,15,61.77
20200309,16,57.22
20200309,17,53.19
20200309,18,47.12
20200309,19,50.28
20200309,20,46.4
20200309,21,47.99
20200309,22,43.06
20200309,23,48.68
20200310,0,59.74
20200310,1,68.06
20200310,2,68.0
20200310,3,69.09
20200310,4,65.98
20200310,5,62.41
20200310,6,59.08
20200310,7,51.97
20200310,8,42.93
20200310,9,46.73
20200310,10,44.9
20200310,11,47.25
20200310,12,48.36
20200310,13,48.37
20200310,14,49.18
20200310,15,47.24
20200310,16,45.74
20200310,17,45.11
20200310,18,45.22
20200310,19,44.25
20200310,20,44.36
20200310,21,47.02
20200310,22,42.18
20200310,23,43.31
20200311,0,64.44
20200311,1,67.8
20200311,2,65.89
20200311,3,62.64
20200311,4,49.21
20200311,5,49.36
20200311,6,56.62
20200311,7,47.82
20200311,8,33.0
20200311,9,34.45
20200311,10,40.02
20200311,11,52.06
20200311,12,58.12
20200311,13,61.73
20200311,14,64.66
20200311,15,62.59
20200311,16,60.6
20200311,17,56.11
20200311,18,57.32
20200311,19,59.36
20200311,20,62.72
20200311,21,61.08
20200311,22,59.15
20200311,23,58.13
20200312,0,55.8
20200312,1,72.17
20200312,2,80.98
20200312,3,80.15
20200312,4,79.32
20200312,5,77.37
20200312,6,80.07
20200312,7,74.24
20200312,8,68.8
20200312,9,63.1
20200312,10,64.75
20200312,11,65.98
20200312,12,64.86
20200312,13,67.38
20200312,14,66.49
20200312,15,67.72
20200312,16,66.47
20200312,17,65.28
20200312,18,65.38
20200312,19,66.36
20200312,20,65.83
20200312,21,66.78
20200312,22,65.32
20200312,23,60.98
20200313,0,61.18
20200313,1,61.59
20200313,2,64.91
20200313,3,65.48
20200313,4,66.49
20200313,5,65.89
20200313,6,66.85
20200313,7,64.92
20200313,8,62.97
20200313,9,61.0
20200313,10,60.58
20200313,11,60.88
20200313,12,64.99
20200313,13,61.86
20200313,14,55.32
20200313,15,51.51
20200313,16,46.67
20200313,17,52.66
20200313,18,49.83
20200313,19,44.72
20200313,20,33.44
20200313,21,25.74
20200313,22,21.81
20200313,23,10.12
20200314,0,3.08
20200314,1,1.18
20200314,2,0.91
20200314,3,0.87
20200314,4,0.89
20200314,5,4.36
20200314,6,7.28
20200314,7,10.51
20200314,8,12.47
20200314,9,18.46
20200314,10,24.62
20200314,11,28.05
20200314,12,39.67
20200314,13,63.1
20200314,14,68.88
20200314,15,72.12
20200314,16,73.04
20200314,17,72.02
20200314,18,65.46
20200314,19,63.08
20200314,20,60.8
20200314,21,60.61
20200314,22,58.97
20200314,23,55.99
20200315,0,53.75
20200315,1,50.75
20200315,2,50.37
20200315,3,50.1
20200315,4,50.69
20200315,5,46.18
20200315,6,44.52
20200315,7,42.9
20200315,8,41.16
20200315,9,46.07
20200315,10,49.4
20200315,11,56.18
20200315,12,59.72
20200315,13,69.65
20200315,14,68.97
20200315,15,65.18
20200315,16,65.04
20200315,17,65.1
20200315,18,65.17
20200315,19,63.81
20200315,20,50.08
20200315,21,48.81
20200315,22,45.79
20200315,23,40.35
20200316,0,42.08
20200316,1,51.14
20200316,2,48.56
20200316,3,40.22
20200316,4,31.89
20200316,5,33.56
20200316,6,34.99
20200316,7,40.65
20200316,8,23.15
20200316,9,31.28
20200316,10,46.18
20200316,11,49.42
20200316,12,53.1
20200316,13,60.77
20200316,14,67.35
20200316,15,69.96
20200316,16,62.3
20200316,17,59.53
20200316,18,63.93
20200316,19,61.37
20200316,20,51.06
20200316,21,41.77
20200316,22,35.08
20200316,23,30.74
20200317,0,24.7
20200317,1,17.97
20200317,2,27.57
20200317,3,39.79
20200317,4,44.53
20200317,5,35.93
20200317,6,30.55
20200317,7,23.93
20200317,8,15.53
20200317,9,23.24
20200317,10,32.56
20200317,11,45.44
20200317,12,52.29
20200317,13,59.13
20200317,14,61.85
20200317,15,64.13
20200317,16,67.02
20200317,17,63.39
20200317,18,61.57
20200317,19,61.56
20200317,20,52.41
20200317,21,47.93
20200317,22,42.97
20200317,23,37.83
20200318,0,44.42
20200318,1,52.95
20200318,2,55.15
20200318,3,58.12
20200318,4,57.04
20200318,5,55.04
20200318,6,52.46
20200318,7,46.82
20200318,8,46.49
20200318,9,47.57
20200318,10,49.74
20200318,11,51.16
20200318,12,51.21
20200318,13,58.55
20200318,14,57.48
20200318,15,58.41
20200318,16,56.84
20200318,17,55.91
20200318,18,49.49
20200318,19,44.06
20200318,20,38.7
20200318,21,38.42
20200318,22,35.91
20200318,23,45.29
20200319,0,41.49
20200319,1,32.09
20200319,2,31.62
20200319,3,36.78
20200319,4,46.11
20200319,5,43.31
20200319,6,35.56
20200319,7,35.92
20200319,8,39.64
20200319,9,40.08
20200319,10,45.7
20200319,11,43.74
20200319,12,43.63
20200319,13,40.59
20200319,14,40.39
20200319,15,41.62
20200319,16,47.78
20200319,17,52.16
20200319,18,53.09
20200319,19,51.89
20200319,20,53.31
20200319,21,49.49
20200319,22,44.64
20200319,23,45.7
20200320,0,55.93
20200320,1,54.63
20200320,2,50.78
20200320,3,49.9
20200320,4,49.02
20200320,5,53.11
20200320,6,53.3
20200320,7,48.46
20200320,8,49.11
20200320,9,53.91
20200320,10,56.69
20200320,11,56.02
20200320,12,60.91
20200320,13,63.06
20200320,14,63.86
20200320,15,64.43
20200320,16,67.22
20200320,17,67.98
20200320,18,66.22
20200320,19,60.38
20200320,20,59.91
20200320,21,60.28
20200320,22,60.14
20200320,23,56.98
20200321,0,55.77
20200321,1,55.38
20200321,2,52.16
20200321,3,49.37
20200321,4,46.84
20200321,5,49.53
20200321,6,51.23
20200321,7,50.77
20200321,8,53.48
20200321,9,55.72
20200321,10,57.67
20200321,11,59.58
20200321,12,60.71
20200321,13,62.34
20200321,14,64.03
20200321,15,64.64
20200321,16,64.11
20200321,17,63.58
20200321,18,66.08
20200321,19,66.35
20200321,20,64.68
20200321,21,62.87
20200321,22,60.29
20200321,23,59.83
20200322,0,58.8
20200322,1,57.96
20200322,2,56.77
20200322,3,57.22
20200322,4,57.42
20200322,5,56.82
20200322,6,55.57
20200322,7,53.88
20200322,8,54.3
20200322,9,57.21
20200322,10,60.36
20200322,11,64.48
20200322,12,67.62
20200322,13,70.47
20200322,14,74.33
20200322,15,74.17
20200322,16,75.92
20200322,17,77.62
20200322,18,75.81
20200322,19,72.39
20200322,20,72.03
20200322,21,73.69
20200322,22,72.75
20200322,23,71.09
20200323,0,69.24
20200323,1,68.1
20200323,2,66.34
20200323,3,64.4
20200323,4,61.86
20200323,5,59.44
20200323,6,56.78
20200323,7,54.15
20200323,8,53.02
20200323,9,55.41
20200323,10,57.38
20200323,11,62.38
20200323,12,64.09
20200323,13,64.42
20200323,14,64.67
20200323,15,65.1
20200323,16,71.16
20200323,17,72.38
20200323,18,68.83
20200323,19,62.46
20200323,20,53.46
20200323,21,47.84
20200323,22,51.45
20200323,23,53.61
20200324,0,49.82
20200324,1,47.86
20200324,2,49.4
20200324,3,48.32
20200324,4,47.25
20200324,5,46.0
20200324,6,44.17
20200324,7,37.6
20200324,8,35.1
20200324,9,42.24
20200324,10,52.29
20200324,11,57.07
20200324,12,59.08
20200324,13,61.89
20200324,14,66.21
20200324,15,72.02
20200324,16,75.37
20200324,17,77.4
20200324,18,78.06
20200324,19,72.51
20200324,20,63.09
20200324,21,60.7
20200324,22,46.18
20200324,23,41.75
20200325,0,43.71
20200325,1,49.75
20200325,2,40.69
20200325,3,37.26
20200325,4,33.65
20200325,5,34.67
20200325,6,40.99
20200325,7,26.01
20200325,8,26.61
20200325,9,49.9
20200325,10,65.65
20200325,11,75.04
20200325,12,76.44
20200325,13,81.35
20200325,14,87.08
20200325,15,89.77
20200325,16,90.05
20200325,17,92.05
20200325,18,86.65
20200325,19,83.37
20200325,20,79.09
20200325,21,69.68
20200325,22,70.97
20200325,23,69.49
20200326,0,66.65
20200326,1,66.68
20200326,2,70.15
20200326,3,72.65
20200326,4,72.85
20200326,5,70.48
20200326,6,67.31
20200326,7,59.7
20200326,8,54.81
20200326,9,63.51
20200326,10,70.2
20200326,11,79.47
20200326,12,86.6
20200326,13,89.48
20200326,14,91.49
20200326,15,91.62
20200326,16,94.36
20200326,17,95.46
20200326,18,94.37
20200326,19,87.32
20200326,20,81.1
20200326,21,74.52
20200326,22,75.31
20200326,23,74.13
20200327,0,74.92
20200327,1,73.29
20200327,2,67.86
20200327,3,63.89
20200327,4,65.07
20200327,5,60.44
20200327,6,57.61
20200327,7,48.93
20200327,8,46.7
20200327,9,55.6
20200327,10,61.49
20200327,11,65.37
20200327,12,69.49
20200327,13,75.46
20200327,14,82.89
20200327,15,85.95
20200327,16,90.18
20200327,17,92.67
20200327,18,92.15
20200327,19,85.95
20200327,20,69.05
20200327,21,61.38
20200327,22,63.05
20200327,23,65.44
20200328,0,63.33
20200328,1,59.88
20200328,2,59.93
20200328,3,60.16
20200328,4,60.4
20200328,5,60.06
20200328,6,57.76
20200328,7,59.14
20200328,8,64.86
20200328,9,68.52
20200328,10,75.51
20200328,11,82.99
20200328,12,88.79
20200328,13,94.21
20200328,14,88.66
20200328,15,83.83
20200328,16,84.21
20200328,17,83.7
20200328,18,83.65
20200328,19,82.76
20200328,20,81.39
20200328,21,79.25
20200328,22,80.21
20200328,23,83.4
